,,Item,,Description,,Type,,Cost,,Price,,Sales Tax Code,,Purchase Tax Code,,Quantity On Hand,,Quantity On Sales Order,,Reorder Pt (Min),,Quantity On Purchase Order,,U/M Set,,U/M,,Preferred Vendor
,,KER-29835(C),,KERR HERCULITE UNIDOSE A1,,Inventory Part,,16.96,,0.46,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-29835(EU),,KERR HERCULITE XRV UNIDOSE ENAMEL A1 20/BX,,Inventory Part,,23.98,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-29836,,KERR HERCULITE XRV UNIDOSE ENAMEL A2 20/BX                  ..,,Inventory Part,,24.00,,0.00,,Non,,H,,0.00,,4.00,,,,0.00,,ea,,each (ea),,MainlineMD
,,KER-29836(C),,KERR HERCULITE UNIDOSE A2,,Inventory Part,,16.96,,0.47,,Non,,Non,,0.00,,3.00,,,,0.00,,ea,,each (ea),,
,,KER-29836(EU),,KERR HERCULITE XRV UNIDOSE ENAMEL A2 20/BX,,Inventory Part,,23.98,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-29837(C),,KERR HERCULITE UNIDOSE A3,,Inventory Part,,17.08,,2.24,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-29837(EU),,KERR HERCULITE XRV UNIDOSE ENAMEL A3 20/BX,,Inventory Part,,23.98,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-29838(C),,KERR HERCULITE UNIDOSE A3.5                                 ..,,Inventory Part,,16.81,,0.31,,Non,,H,,0.00,,0.00,,,,0.00,,ea,,each (ea),,MainlineMD
,,KER-29838(EU),,KERR HERCULITE XRV UNIDOSE ENAMEL A3.5 20/BX,,Inventory Part,,31.54,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-29839(EU),,KERR HERCULITE XRV UNIDOSE ENAMEL A4 20/BX,,Inventory Part,,22.71,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-29840(C),,KERR HERCULITE UNIDOSE B1                                   ..,,Inventory Part,,16.50,,0.00,,Non,,H,,0.00,,0.00,,,,0.00,,ea,,each (ea),,MainlineMD
,,KER-29840(EU),,KERR HERCULITE XRV UNIDOSE ENAMEL B1 20/BX,,Inventory Part,,28.36,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-29841(EU),,KERR HERCULITE XRV UNIDOSE ENAMEL B2 20/BX,,Inventory Part,,23.98,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-29845(C),,KERR HERCULITE UNIDOSE C2,,Inventory Part,,14.83,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-29898(E),,KERR POINT 4 UNIDOSE A1,,Inventory Part,,22.90,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-29899,,KERR POINT 4 UNIDOSE REFILL A2                              ..,,Inventory Part,,18.50,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,MainlineMD
,,KER-29899(E),,KERR POINT 4 UNIDOSE A2,,Inventory Part,,24.82,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-29900(E),,KERR POINT 4 UNIDOSE A3,,Inventory Part,,24.82,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-29901(E),,KERR POINT 4 UNIDOSE A3.5,,Inventory Part,,19.50,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-29946,,KERR TYTIN SPHERICAL ALLOY CAPS 1 SPILL REG SET 500/BX,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-29949,,KERR TYTIN SPHERICAL ALLOY CAPS 2 SPILL REG SET 500/BX,,Inventory Part,,398.43,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-29949(E),,KERR TYTIN DOUBLE SPILL REG. 500 CAPSULES 600MG,,Inventory Part,,310.84,,627.65,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-29951,,KERR TYTIN SPHERICAL ALLOY CAPS 3 SPILL REG SET 50/BX,,Inventory Part,,52.59,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-29952,,KERR TYTIN SPHERICAL ALLOY CAPS 3 SPILL REG SET 500/BX,,Inventory Part,,343.09,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-29952(E),,KERR TYTIN TRIPLE SPILL REG. 500 CAPSULES 800MG             ..,,Inventory Part,,355.96,,19.33,,Non,,H,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-29967,,KERR CONTOUR 2 SPILL REGULAR SET 600MG 500/JAR,,Inventory Part,,462.04,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-29976,,KERR CONTOUR 2 SPILL FAST SET 500/JAR,,Inventory Part,,500.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-29985,,KERR TYTIN FC 2 SPILL REGULAR SET 500/BX,,Inventory Part,,480.40,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-29991,,KERR TYTIN FC 1 SPILL FAST SET 500/BX,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-29994,,KERR TYTIN FC 2 SPILL FAST SET 500/BX,,Inventory Part,,496.82,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-29997,,KERR TYTIN FC 3 SPILL FAST SET 500/BX,,Inventory Part,,616.13,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-31377,,KERR TEMP-BOND UNIDOSE 50/PK,,Inventory Part,,22.40,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-31513(E),,KERR OPTIBOND S REFILL,,Inventory Part,,16.04,,0.41,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-31513(EU),,KERR OPTIBOND SOLO PLUS REFILL,,Inventory Part,,21.47,,5.92,,Non,,Non,,10.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-31973,,KERR TEMP-BOND NE UNIDOSE 50/PK,,Inventory Part,,23.18,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-32862,,KERR MAXCEM ELITE 4:1 AUTOMIX TIPS REGULAR 50/PK,,Inventory Part,,20.94,,41.71,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-33035,,KERR ALGINOT CARTRIDGE REFILL BX/24,,Inventory Part,,148.91,,7.55,,Non,,Non,,0.00,,0.00,,,,0.00,,Cs,,Case (cs),,
,,KER-33215,,KERR TEMP-BOND AUTOMIX SYRINGE 20/PK,,Inventory Part,,22.42,,44.84,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-33215(EU),,KERR TEMPBOND STANDARD AUTOMIX SYRINGE,,Inventory Part,,26.85,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-33217,,KERR TEMP-BOND AUTOMIX SYRINGE (2X 5ML + 20 TIPS)           ..,,Inventory Part,,22.61,,22.61,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,MainlineMD
,,KER-33217(EU),,KERR TEMPBOND NE AUTOMIX  SYRINGE,,Inventory Part,,27.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-33351,,KERR TEMPBOND CLEAR AUTOMIX SYRINGE,,Inventory Part,,18.50,,0.03,,Non,,Non,,0.00,,0.00,,,,4.00,,ea,,each (ea),,
,,KER-33643,,KERR NX3 DUAL CURE REFILL CLEAR,,Inventory Part,,38.25,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-33817,,KERR ALGINOT FS CARTRIDGE REFILL 24/PK,,Inventory Part,,103.92,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-33872,,KERR MAXCEM ELITE REFILL CLEAR 2/PK,,Inventory Part,,30.83,,0.05,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-33873,,KERR MAXCEM ELITE REFILL WHITE 2/PK,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-33953,,KERR TAKE 1 ADVANCED LIGHT BODY WASH FAST SET 2/PK,,Inventory Part,,22.02,,4.57,,Non,,Non,,0.00,,2.00,,,,0.00,,ea,,each (ea),,
,,KER-33963,,KERR TAKE 1 ADVANCED TRAY REGULAR SET 2-CARTRIDGE REFILL,,Inventory Part,,22.02,,0.59,,Non,,Non,,0.00,,6.00,,,,0.00,,ea,,each (ea),,
,,KER-33964,,KERR TAKE 1 ADVANCED TRAY REGULAR SET 2-CARTRIDGE VALUE PACK,,Inventory Part,,205.50,,414.95,,Non,,Non,,0.00,,0.00,,,,0.00,,Cs,,Case (cs),,
,,KER-33965,,KERR TAKE 1 ADVANCED TRAY FAST SET 2-CARTRIDGE REFILL,,Inventory Part,,22.02,,0.59,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-33965(EU),,KERR TAKE 1 ADVANCED TRAY HB/FAST SET 2-CARTRIDGE REFILL,,Inventory Part,,20.52,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-33968,,KERR TAKE 1 ADVANCED TRAY SUPER FAST SET 24-CARTRIDGE VALUE P,,Inventory Part,,205.44,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,Cs,,Case (cs),,
,,KER-34070,,KERR TAKE 1 ADVANCED PUTTY,,Inventory Part,,38.61,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-34149(EU),,KERR TAKE 1 ADVANCED TRAY LIGHT BODY WASH FAST SET 2/PK,,Inventory Part,,20.90,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-34241(E),,KERR VERTISE FLOW SYRINGE REFILL A1 2/PK,,Inventory Part,,34.83,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-34242(E),,KERR VERTISE FLOW SYRINGE REFILL A2 2/PK,,Inventory Part,,46.18,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-35107(E),,KERR OPTIBOND XTR BOTTLE PRIMER,,Inventory Part,,39.76,,78.98,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-35108(E),,KERR OPTIBOND XTR BOTTLE ADHESIVE,,Inventory Part,,39.76,,0.00,,Non,,Non,,0.00,,6.00,,,,0.00,,ea,,each (ea),,
,,KER-35129,,KERR OPTIBOND ALL IN ONE SELF ETCH 6ML,,Inventory Part,,20.83,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-36051(EU),,KERR SONICFILL 2 UNIDOSE REFILL A1 20/PK,,Inventory Part,,40.53,,0.00,,Non,,Non,,0.00,,2.00,,,,0.00,,ea,,each (ea),,
,,KER-36052(EU),,KERR SONICFILL 2 UNIDOSE REFILL A2 20/PK,,Inventory Part,,40.53,,0.00,,Non,,Non,,0.00,,1.00,,,,0.00,,ea,,each (ea),,
,,KER-36053(EU),,KERR SONICFILL 2 UNIDOSE REFILL A3 20/PK,,Inventory Part,,40.53,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-36054(EU),,KERR SONICFILL 2 UNIDOSE REFILL B1 20/PK,,Inventory Part,,40.53,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-60120,,KERR SYBRON K-FLEX FILES 21MM #06,,Inventory Part,,2.31,,2.31,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-60144,,KERR SYBRON K-FLEX FILES 25MM #06,,Inventory Part,,2.35,,2.35,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-60193,,KERR SYBRON K-FLEX FILES SS 30MM #06,,Inventory Part,,2.60,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-62249,,KERR SYBRON K-FILES 21MM #06,,Inventory Part,,2.35,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-62250,,KERR SYBRON K-FILES 25MM #06,,Inventory Part,,2.35,,0.00,,Non,,Non,,0.00,,7.00,,,,0.00,,ea,,each (ea),,
,,KER-821-4021,,KERR SYBRON K-FLEX FILES ASSORTED 21MM #15-40,,Inventory Part,,2.35,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-821-4025,,KERR SYBRON K-FLEX FILES ASSORTED 25MM #15-40,,Inventory Part,,2.35,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-821-4125,,KERR SYBRON K-FLEX FILES ASSORTED 25MM #45-80,,Inventory Part,,2.31,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-822-2253,,KERR SYBRON TF TWISTED FILES 23MM .12/25                    ..,,Inventory Part,,15.39,,0.00,,Non,,H,,0.00,,0.00,,,,0.00,,ea,,each (ea),,MainlineMD
,,KER-822-4253,,KERR SYBRON TF TWISTED FILES 23MM .04/25                    ..,,Inventory Part,,17.58,,1.42,,Non,,H,,0.00,,0.00,,,,0.00,,ea,,each (ea),,MainlineMD
,,KER-822-4403,,KERR SYBRON TF TWISTED FILES 23MM .04/40,,Inventory Part,,15.61,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-822-4407,,KERR SYBRON TF TWISTED FILES 27MM .04/40,,Inventory Part,,15.60,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-822-4683,,KERR SYBRON TF SMALL ASSORTMENTS 23MM .025,,Inventory Part,,15.52,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-822-6253,,KERR SYBRON TF TWISTED FILES 23MM .06/25,,Inventory Part,,15.61,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-822-6307,,KERR SYBRON TF TWISTED FILES 27MM .06/30,,Inventory Part,,17.48,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-822-6803,,KERR SYBRON TF TWISTED FILES LARGE ASSORTED 23MM,,Inventory Part,,17.49,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-822-8257,,KERR SYBRON TF TWISTED FILES 27MM .08/25,,Inventory Part,,15.32,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-823-0257,,KERR SYBRON K3 XF FILES 17MM .10/25,,Inventory Part,,18.23,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-823-4205,,KERR SYBRON K3 XF FILES 25MM .04/20,,Inventory Part,,19.26,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-825-0400,,KERR SYBRON K3 & K3XF GUTTA PERCHA ASSORTED .04,,Inventory Part,,8.43,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-825-4155,,KERR SYBRON K3 FILES 25MM .04/15,,Inventory Part,,17.37,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-825-4205,,KERR SYBRON K3 FILES 25MM .04/20,,Inventory Part,,16.76,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-825-4255,,KERR SYBRON K3 FILES 25MM .04/25                            ..,,Inventory Part,,16.76,,0.49,,Non,,H,,0.00,,0.00,,,,0.00,,ea,,each (ea),,MainlineMD
,,KER-825-6025,,KERR SYBRON K3 FILES ASSORTED 25MM .06/15-40,,Inventory Part,,19.26,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-952-0005,,KERR SYBRON PLUGGER BUCHANAN FINE-MED,,Inventory Part,,40.43,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KER-972-1003,,KERR SYBRON ELEMENTS GUTTA PERCHA CARTIDGE 25 GAUGE 10/PK,,Inventory Part,,24.28,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KER-973-0067,,KERR SYBRON ULTRAFINE SPREADER TIP SP-3-S,,Inventory Part,,46.52,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KEY-30-00122,,PREHMA SELF ADHESIVE BITE WING TABS,,Inventory Part,,0.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KIM-48247,,KIMBERLY-CLARK FLUIDSHIELD WRAP AROUND TIE-ON MASK (25/BX),,Inventory Part,,12.17,,12.17,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KIM-48247(C),,KIMBERLY-CLARK FLUIDSHIELD WRAP AROUND TIE-ON MASK (100/CS),,Inventory Part,,48.70,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KOD-1163401(E),,KODAK INSIGHT FILM IP-21#2 POLYSOFT,,Inventory Part,,36.57,,0.00,,Non,,Non,,0.00,,1.00,,,,0.00,,ea,,each (ea),,
,,KOD-1228840,,KODAK ULTRASPEED FILM DF-54 #0 POLYSOFT,,Inventory Part,,10.28,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KOD-1273747,,KODAK ULTRASPEED FILM DF-56 #1 PAPER,,Inventory Part,,10.50,,0.00,,Non,,Non,,1.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KOD-1296771,,KODAK ULTRASPEED FILM DF-42 #3 PAPER,,Inventory Part,,60.13,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KOD-1658194(E),,KODAK ULTRASPEED FILM DF-58 #2 POLYSOFT,,Inventory Part,,33.76,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KOD-1753664(E),,KODAK ULTRASPEED FILM DF-57 #2 POLY DOUBLE PK,,Inventory Part,,32.46,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KOD-1798628,,KODAK IP-22 PERIAP PSOFT #2 FILM,,Inventory Part,,56.04,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KOD-1869080,,KODAK T-MAT G FILM TMG-15 6X12,,Inventory Part,,40.86,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KOD-1987627,,KODAK T-MAT G FILM TMG-5 5X12,,Inventory Part,,30.29,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KOD-8675332,,KODAK INSIGHT FILM IP-01#0 POLYSOFT,,Inventory Part,,26.85,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KRO-KRM302,,KROMOPAN ALGINATE 100 1LN BAG,,Inventory Part,,3.87,,0.62,,Non,,Non,,0.00,,0.00,,,,20.00,,ea,,each (ea),,
,,KUL-50037101,,KULZER VIBRAKLEEN EZ TABLETS CLINIC 80/BX,,Inventory Part,,31.00,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUL-65414615,,KULZER AGFA DENTUS M2 COMFORT FILM,,Inventory Part,,42.92,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUL-65872354,,KULZER GLUMA DESENSITIZER 5ML,,Inventory Part,,50.08,,0.36,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KUL-65872354(E),,KULZER GLUMA DESENSITIZER STANDARD,,Inventory Part,,21.52,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KUL-66000085(E),,KULZER CHARISMA SYRINGE REFILL A1,,Inventory Part,,12.40,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUL-66000086(E),,KULZER CHARISMA SYRINGE REFILL A2,,Inventory Part,,12.33,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUL-66000087(E),,KULZER CHARISMA SYRINGE REFILL A3,,Inventory Part,,12.34,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUL-66002103(E),,KULZER FLEXITIME EASY PUTTY 600ML,,Inventory Part,,38.94,,0.02,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KUL-66002186(E),,KULZER FLEXITIME CORRECT FLOW CART 50 ML 2/PKG,,Inventory Part,,18.41,,18.41,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KUL-66002193,,KULZER FLEXITIME HEAVY TIME TRAY (2 X 50ML),,Inventory Part,,18.52,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUL-66002200,,KULZER FLEXITIME MONOPHASE 6 X (2 X 50ML),,Inventory Part,,16.50,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUL-66035991,,KULZER FLEXITIME DYNAMIX PUTTY (2X380ML),,Inventory Part,,87.16,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,MainlineMD
,,KUL-66035992,,KULZER FLEXITIME DYNAMIX HT REFILL (2X380ML) 1 PACK,,Inventory Part,,77.70,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUL-66039008,,KULZER VENUS DIAMOND PLT REFILL A1 20/BX,,Inventory Part,,52.75,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUL-66039009,,KULZER VENUS DIAMOND PLT REFILL A2 20/BX,,Inventory Part,,52.75,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUL-66039011,,KULZER VENUS DIAMOND PLT REFILL A3 20/BX,,Inventory Part,,52.75,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUL-66040094,,KULZER IBOND TOTAL ETCH REFILL 4ml,,Inventory Part,,48.50,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUL-66040354,,KULZER VENUS DIAMOND FLOW SYRINGE A1,,Inventory Part,,17.88,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUL-66040355,,KULZER VENUS DIAMOND FLOW SYRINGE A2,,Inventory Part,,17.54,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUL-66041061,,KULZER FLEXITIME EXTRA LIGHT FLOW 6 X (2 X 50ML),,Inventory Part,,27.65,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUL-66046243,,KULZER IBOND SELF ETCH BOTTLE VALUE PACK 3/PK,,Inventory Part,,99.75,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUL-66046244,,KULZER IBOND SELF ETCH SINGLE DOSE REFILL 1 X 4ML,,Inventory Part,,74.18,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KUL-66048090,,KULZER VENUS PEARL PLT REFILL A1 20/BX,,Inventory Part,,42.23,,42.23,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUL-66048141,,KULZER VENUS PEARL PLT REFILL A2 20/BX,,Inventory Part,,42.23,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUL-66048175,,KULZER VENUS PEARL SYRINGE REFILL A1,,Inventory Part,,31.64,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KUL-66048176,,KULZER VENUS PEARL SYRINGE REFILL A2,,Inventory Part,,31.64,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KUR-070-KA,,KURARAY CLEARFIL PHOTO BOND KIT,,Inventory Part,,95.93,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUR-1970-KA(E),,KURARAY CLEARFIL SE BOND KIT,,Inventory Part,,68.46,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUR-1972-KA,,KURARAY CLEARFIL SE BOND VALUE KIT,,Inventory Part,,236.51,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUR-1981-KA,,KURARAY CLEARFIL SE BOND LIQUID REFILL 5ML,,Inventory Part,,65.03,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUR-220-KA,,KURARAY CARIES DETECTOR 6ML 2/BX,,Inventory Part,,26.48,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUR-2610-KA,,KURARAY CLEARFIL MAJESTY FLOW A1 3.2gm,,Inventory Part,,30.89,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KUR-2611-KA,,KURARAY CLEARFIL MAJESTY FLOW A2 3.2gm,,Inventory Part,,30.89,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KUR-2612-KA,,KURARAY CLEARFIL MAJESTY FLOW A3 3.2gm,,Inventory Part,,30.89,,0.00,,Non,,Non,,0.00,,1.00,,,,0.00,,ea,,each (ea),,
,,KUR-2692-KA,,KURARAY CLEARFIL MAJESTY POST TIP A2 (20/BX),,Inventory Part,,49.73,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUR-2890-KA,,KURARAY CLEARFIL S3 BOND PLUS 4ML,,Inventory Part,,66.87,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUR-3110-KA,,KURARAY CLEARFIL MAJESTY ES-2 A1 20/BX,,Inventory Part,,33.44,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KUR-3111-KA,,KURARAY CLEARFIL MAJESTY ES-2 PLT A2 20/BX,,Inventory Part,,33.44,,0.01,,Non,,Non,,0.00,,1.00,,,,0.00,,ea,,each (ea),,
,,KUR-3112-KA,,KURARAY CLEARFIL MAJESTY ES-2 PLT A3 20/BX,,Inventory Part,,33.44,,0.00,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KUR-3116-KA,,KURARAY CLEARFIL MAJESTY ES-2 PLT B1 20/BX,,Inventory Part,,45.09,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
,,KUR-3302-KA,,KURARAY CLEARFIL MAJESTY ES FLOW SYRINGE A2,,Inventory Part,,29.37,,0.49,,Non,,Non,,0.00,,0.00,,,,0.00,,ea,,each (ea),,
,,KUR-3303-KA,,KURARAY CLEARFIL MAJESTY ES FLOW SYRINGE A3,,Inventory Part,,29.37,,0.39,,Non,,Non,,0.00,,2.00,,,,0.00,,ea,,each (ea),,
,,KUR-3382-KA,,KURARAY PANAVIA  SA PLUS STANDARD KIT UNIVERSAL,,Inventory Part,,51.24,,0.00,,Non,,Non,,0.00,,,,,,0.00,,ea,,each (ea),,
