date,time,type,group-sku,sku,description,quantity,order city,order state,order postal,product sales,selling fees,fba fees,landing cost
2019-06-10,12:49:57 PM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),6,Windsor,Ontario,N9B 2Y7,239.1,-35.88,-40.95,87.9
2019-06-10,12:51:17 PM PDT,Order,,3MM-1527-1(B),"3M Transpore Surgical Tape 1"" x 10 yard (Pack of 12)",1,Point Edward,Ontario,N7V 1J1,17.5,-2.63,-6.11,
2019-06-10,1:35:20 PM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Victoria,British Columbia,V8T 4H7,39.85,-5.98,-6.83,14.65
2019-06-10,1:39:51 PM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Abbotsford,British Columbia,V3G 0B1,39.85,-5.98,-6.83,14.65
2019-06-10,1:46:47 PM PDT,Order,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),2,Brampton,Ontario,L7A 3S6,91.7,-13.76,-13.65,36.62
2019-06-10,1:53:21 PM PDT,Order,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Richmond Hill,ON,L4E 4T2,69.36,-10.4,-6.58,29.15
2019-06-10,2:16:07 PM PDT,Order,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",2,RR3 Rockwood,Ontario,N0B 2K0,19.4,-1.56,-7.08,5.34
2019-06-10,2:24:35 PM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Bedford,Nova Scotia,B4A 4C5,39.85,-5.98,-7.35,14.65
2019-06-10,2:29:44 PM PDT,Order,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),3,windosr,ON,N8W 5A5,137.55,-20.64,-22.04,54.93
2019-06-10,3:08:46 PM PDT,Refund,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Markham,Ontario,L6B 0V1,-39.85,4.78,0,14.65
2019-06-10,3:23:47 PM PDT,Order,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,L'Ile-Bizard,Quebec,H9E 1M9,69.36,-10.4,-6.58,29.15
2019-06-10,3:47:50 PM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Webbwood,Ontario,P0P 2G0,39.85,-5.98,-7.35,14.65
2019-06-10,4:30:42 PM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Laval,Quebec,H7T 1V4,39.85,-5.98,-6.83,14.65
2019-06-10,4:32:09 PM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Regina,Saskatchewan,S4T 1T9,39.85,-5.98,-6.83,14.65
2019-06-10,4:32:16 PM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,saskatoon,Saskatchewan,S7L 7J4,39.85,-5.98,-6.83,14.65
2019-06-10,4:45:50 PM PDT,Refund,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,ENLEHART,Ontario,P0J 1H0,-69.36,8.32,0,29.15
2019-06-10,5:21:50 PM PDT,Order,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,London,Ontario,N5X1C1,9.7,-0.78,-3.54,2.67
2019-06-10,5:38:42 PM PDT,Order,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,Sherwood Park,Alberta,T8A 3E1,45.85,-6.88,-6.83,18.31
2019-06-10,6:04:16 PM PDT,Order,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Abbotsford,BC,V2S 7Z5,69.36,-10.4,-6.58,29.15
2019-06-10,6:29:19 PM PDT,Order,,BSN-76168,"BSN Medical Leukotape P Sports Tape, 1 1/2 Inch x 15 Yard",1,Saint-Lambert,Quebec,J4P 2H9,20.17,-2.42,-6.19,6.44
2019-06-10,6:53:40 PM PDT,Order,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,Gatineau,Quebec,J9A 3A6,45.85,-6.88,-7.35,18.31
2019-06-10,8:05:54 PM PDT,Order,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Oshawa,Ontario,L1L 0M4,69.36,-10.4,-11.09,29.15
2019-06-10,8:43:00 PM PDT,Refund,,LUX-NEO320B,Luxe Bidet Neo 320 (Elite Series) - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Va,1,Pickering,ON,L1V 3P4,-69.95,8.39,0,27.4
2019-06-10,9:09:43 PM PDT,Order,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,North York,Ontario,M2N 5P9,69.36,-10.4,-6.58,29.15
2019-06-10,9:10:20 PM PDT,Order,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Toronto,Ontario,M4S 1A5,69.36,-10.4,-6.58,29.15
2019-06-10,9:13:31 PM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Toronto,Ontario,M4Y 1M3,39.85,-5.98,-7.35,14.65
2019-06-10,9:14:41 PM PDT,Order,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Toronto,Ontario,M5E 2A1,11.31,-0.9,-3.81,2.67
2019-06-10,9:14:46 PM PDT,Order,DER-31815,DER-31815,"Derma Sciences 31815 Medihoney Dressing Gel, 1.5 oz Tube",1,Whitby,Ontario,L1M 2K6,18.9,-2.27,-6.19,6.29
2019-06-10,9:18:06 PM PDT,Order,,CON-187955,"Convatec Duoderm Cgf Extra Thin Sterile Dressing Spots 4"" X 4"" Hydrocolloid - Box of 10",1,North York,Ontario,M2N 6V6,34,-5.1,-6.19,13.93
2019-06-10,10:37:59 PM PDT,Order,,LUX-NEO320B,Luxe Bidet Neo 320 (Elite Series) - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Va,1,Pierrefonds,Quebec,H8Z 3C2,69.95,-10.49,-7.35,27.4
2019-06-10,10:45:07 PM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Brantford,Ontario,N3P 1H8,39.85,-5.98,-7.35,14.65
2019-06-10,10:47:04 PM PDT,Order,,LUX-NEO180W,Luxe Bidet Neo 180 - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (White and White),1,Hamilton,Ontario,L8T2N4,55.95,-8.39,-7.35,24.03
2019-06-10,10:47:39 PM PDT,Order,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,1,Hamilton,Ontario,L9C 7S6,39.96,-5.99,-10.78,16.26
2019-06-10,10:51:08 PM PDT,Order,3MM-1624W,3MM-1624W,"3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)",1,Pierrefonds,Québec,H8Y 3T3,27,-3.24,-4.26,9
2019-06-10,10:51:11 PM PDT,Order,,PRK-12-08(A),360 Electrode Gel 250 Gram,1,Lemoyne,Quebec,J4R 2K7,11.4,-0.91,-6.19,0
2019-06-10,10:53:58 PM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,London,Ontario,N6C 5P7,39.85,-5.98,-7.35,14.65
2019-06-10,10:56:14 PM PDT,Order,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Coldstream,British Columbia,V1B 1Z3,69.36,-10.4,-6.11,29.15
2019-06-10,10:57:11 PM PDT,Order,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,Vancouver,British Columbia,V5T 0G5,45.85,-6.88,-6.83,18.31
2019-06-10,10:59:49 PM PDT,Order,3MM-1624W,3MM-1624W,"3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)",1,St. Leonard,Quebec,H1R 1W3,27,-3.24,-18.96,9
2019-06-10,11:00:05 PM PDT,Order,,PRK-12-08(A),360 Electrode Gel 250 Gram,1,Brantford,Ontario,N3R 3M2,11.4,-0.91,-6.19,0
2019-06-10,11:03:14 PM PDT,Order,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,Abbotsford,British Columbia,V2T 6S7,45.85,-6.88,-6.83,18.31
2019-06-10,11:04:01 PM PDT,Order,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,Coquitlam,BC,V3K 6S7,45.85,-6.88,-6.83,18.31
2019-06-10,11:04:21 PM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,London,Ontario,N5V 4V1,39.85,-5.98,-7.35,14.65
2019-06-10,11:04:55 PM PDT,Order,,PRK-12-08(A),360 Electrode Gel 250 Gram,1,Delta,BC,V4G 1M9,11.4,-0.91,-5.75,0
2019-06-10,11:04:55 PM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Surrey,British Columbia,V3W 3P3,39.85,-5.98,-6.83,14.65
2019-06-10,11:05:29 PM PDT,Order,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),2,Richmond,BC,V7E 5B3,91.7,-13.76,-24.09,36.62
2019-06-10,11:06:44 PM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Langley,BC,V2Y 0L4,39.85,-5.98,-6.83,14.65
2019-06-10,11:07:18 PM PDT,Order,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),2,Surrey,BC,V3W 7M6,91.7,-13.76,-13.65,36.62
2019-06-10,11:07:25 PM PDT,Order,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,Port Coquitlam,British Columbia,V3B0N5,45.85,-6.88,-6.83,18.31
2019-06-10,11:07:38 PM PDT,Order,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Fort Erie,Ontario,L2A 2J2,69.36,-10.4,-6.58,29.15
2019-06-11,12:19:52 AM PDT,Order,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,Edmonton,Alberta,T5C1X2,45.85,-6.88,-6.83,18.31
2019-06-11,12:31:04 AM PDT,Order,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Calgary,AB,T3L1T6,69.36,-10.4,-6.11,29.15
2019-06-11,1:41:56 AM PDT,Order,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,gatineau,Quebec,J9J0W8,69.36,-10.4,-6.58,29.15
2019-06-11,1:43:06 AM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Ottawa,Ontario,K1T 0H9,39.85,-5.98,-7.35,14.65
2019-06-11,1:44:02 AM PDT,Order,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,Kanata,Ontario,K2V 0J6,45.85,-6.88,-7.35,18.31
2019-06-11,3:20:52 AM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Edmonton,Alberta,T5X 1Z5,39.85,-5.98,-6.83,14.65
2019-06-11,3:22:01 AM PDT,Order,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Calgary,Alberta,T3G 4P6,69.36,-10.4,-6.11,29.15
2019-06-11,3:24:37 AM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Calgray,Alberta,T3J 3K1,39.85,-5.98,-6.83,14.65
2019-06-11,3:33:11 AM PDT,Order,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,Calgary,Alberta,T3J 3H5,45.85,-6.88,-6.83,18.31
2019-06-11,3:36:51 AM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),2,Edmonton,Alberta,T5Z 3L5,79.7,-11.96,-13.65,29.3
2019-06-11,4:20:52 AM PDT,Adjustment,,LUX-NEO185B,FBA Inventory Reimbursement - Customer Return,1,,,,0,0,0,24.03
2019-06-11,4:41:01 AM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Brampton,Ontario,L6Y 5T4,39.85,-5.98,-7.35,14.65
2019-06-11,6:08:13 AM PDT,Adjustment,,LUX-NEO185B,FBA Inventory Reimbursement - Customer Return,1,,,,0,0,0,24.03
2019-06-11,7:41:47 AM PDT,Order,,LUX-NEO250W,Luxe Bidet Neo 250 - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Seat Attachment (White and White),1,Bonnyville,Alberta,T9N 2K8,59,-8.85,-7.35,27.21
2019-06-11,8:05:34 AM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Cornwall,Prince Edward Island,C0A 1H4,39.85,-5.98,-7.35,14.65
2019-06-11,8:08:19 AM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Lively,Ontario,P3Y 1M6,39.85,-5.98,-7.35,14.65
2019-06-11,8:19:07 AM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Windsor,Ontario,N8X 4N7,39.85,-5.98,-7.35,14.65
2019-06-11,8:21:55 AM PDT,Order,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,Windsor,Ontario,N9A 1Z6,45.85,-6.88,-7.35,18.31
2019-06-11,8:41:34 AM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Sudbury,Ontario,P3C 4X8,39.85,-5.98,-7.35,14.65
2019-06-11,9:49:52 AM PDT,Order,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Stoney Creek,Ontario,L8J 0K6,69.36,-10.4,-6.11,29.15
2019-06-11,9:53:55 AM PDT,Order,,PRK-12-08(A),360 Electrode Gel 250 Gram,1,Carstairs,AB,T0M 0N0,11.4,-0.91,-5.75,0
2019-06-11,9:57:00 AM PDT,Order,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Pointe Au Baril,Ontario,P0G 1K0,9.56,-0.76,-3.54,2.67
2019-06-11,10:01:49 AM PDT,Order,,PRK-12-08(A),360 Electrode Gel 250 Gram,1,Clavet,Saskatchewan,S0K 0Y0,11.4,-0.91,-5.75,0
2019-06-11,10:02:05 AM PDT,Order,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Winnipeg,Manitoba,R3T 1A7,9.53,-0.76,-3.54,2.67
2019-06-11,10:12:13 AM PDT,Order,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,Caledon,ON,L7C0W5,45.85,-6.88,-7.35,18.31
2019-06-11,11:09:42 AM PDT,Order,,BSN-76168,"BSN Medical Leukotape P Sports Tape, 1 1/2 Inch x 15 Yard",2,Ashton,Ontario,K0A 1B0,41.24,-4.94,-12.38,12.88
2019-06-11,11:38:55 AM PDT,Order,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Mississauga,Ontario,L5A 1C1,69.36,-10.4,-6.58,29.15
2019-06-11,11:39:07 AM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Burlington,Ontario,L7T 3M2,39.85,-5.98,-24.68,14.65
2019-06-11,11:39:10 AM PDT,Order,,PRK-12-08(A),360 Electrode Gel 250 Gram,1,Mississauga,ON,L5W 1K5,11.4,-0.91,-6.19,0
2019-06-11,11:57:43 AM PDT,Order,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,milton,Ontario,L9T5R7,45.85,-6.88,-7.35,18.31
2019-06-11,11:58:06 AM PDT,Order,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Owen Sound,Ontario,N4K 1Z1,9.5,-0.76,-3.81,2.67
2019-06-11,12:07:28 PM PDT,Order,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,aurora,on,L4G 6J3,69.36,-10.4,-6.58,29.15
2019-06-11,12:07:32 PM PDT,Order,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Oakville,Ontario,L6M 4B5,69.36,-10.4,-6.58,29.15
2019-06-11,12:22:56 PM PDT,Order,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,Burlington,Ontario,L7S 1K5,45.85,-6.88,-7.35,18.31
2019-06-11,12:51:35 PM PDT,Order,,BSN-76168,"BSN Medical Leukotape P Sports Tape, 1 1/2 Inch x 15 Yard",1,Saint John,New Brunswick,E2K 5L6,19.2,-2.3,-5.75,6.44
2019-06-11,12:54:44 PM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Gibsons,British Columbia,V0N 1V8,39.85,-5.98,-6.83,14.65
2019-06-11,12:57:13 PM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Victoria,BC,V8Y1H7,39.85,-5.98,-6.83,14.65
2019-06-11,1:32:25 PM PDT,Order,DER-31815,DER-31815,"Derma Sciences 31815 Medihoney Dressing Gel, 1.5 oz Tube",1,Kirkland Lake,Ontario,P2N 3B6,18.9,-2.27,-6.19,6.29
2019-06-11,1:38:39 PM PDT,Order,MOL-295300,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",2,Calgary,Alberta,T3L 2J9,55.8,-8.38,-11.51,20.64
2019-06-11,1:39:00 PM PDT,Order,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Mission,British Columbia,V2V 7R9,69.36,-10.4,-6.11,29.15
2019-06-11,1:40:10 PM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,abbotsford,British Columbia,V2T 2V1,39.85,-5.98,-6.83,14.65
2019-06-11,1:45:06 PM PDT,Order,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,Saanichton,BC,V8M 2E3,45.85,-6.88,-14.15,18.31
2019-06-11,2:00:18 PM PDT,Order,,CON-187955,"Convatec Duoderm Cgf Extra Thin Sterile Dressing Spots 4"" X 4"" Hydrocolloid - Box of 10",1,Oakville,Ontario,L6J 7H4,37,-5.55,-6.19,13.93
2019-06-11,2:23:26 PM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,South Lancaster,Ontario,K0C 2C0,39.85,-5.98,-7.35,14.65
2019-06-11,3:16:06 PM PDT,Order,,BSN-76168,"BSN Medical Leukotape P Sports Tape, 1 1/2 Inch x 15 Yard",1,Edmonton,Alberta,T5Y 0X8,18.69,-2.24,-6.19,6.44
2019-06-11,3:16:40 PM PDT,Refund,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Surrey,BC,V3S 8X1,-39.85,4.78,0,14.65
2019-06-11,3:26:14 PM PDT,Order,,BSN-76168,"BSN Medical Leukotape P Sports Tape, 1 1/2 Inch x 15 Yard",1,Kirkland,Quebec,H9J 4A3,19.14,-2.3,-6.19,6.44
2019-06-11,3:47:55 PM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Grand Valley,Ontario,L9W 6P3,39.85,-5.98,-7.35,14.65
2019-06-11,3:50:42 PM PDT,Order,,PRK-12-08(A),360 Electrode Gel 250 Gram,1,Toronto,ON,M4M 1V5,11.4,-0.91,-6.19,0
2019-06-11,3:51:38 PM PDT,Order,,PRK-12-08(A),360 Electrode Gel 250 Gram,1,Scarborough,Ontario,M1H 2M1,11.4,-0.91,-6.19,0
2019-06-11,3:56:24 PM PDT,Order,DER-31815,DER-31815,"Derma Sciences 31815 Medihoney Dressing Gel, 1.5 oz Tube",1,Levis,Quebec,G6Z 1J6,18.9,-2.27,-13.18,6.29
2019-06-11,4:21:41 PM PDT,Order,MDL-NON80328,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,Picton,Ontario,K0K 2T0,14.5,-1.16,-6.58,3.43
2019-06-11,4:26:34 PM PDT,Order,3MM-1624W,3MM-1624W,"3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)",1,KELOWNA,British Columbia,V1P 1N4,27,-3.24,-3.96,9
2019-06-11,4:31:01 PM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Regina,Saskatchewan,S4V3L8,39.85,-5.98,-6.83,14.65
2019-06-11,4:31:33 PM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Saskatoon,Saskatchewan,S7N 0K9,39.85,-5.98,-6.83,14.65
2019-06-11,4:32:42 PM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Regina,Saskatchewan,S4N 7K3,39.85,-5.98,-6.83,14.65
2019-06-11,4:32:46 PM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Regina,Saskatchewan,S4S 1Z7,39.85,-5.98,-6.83,14.65
2019-06-11,4:32:49 PM PDT,Order,,PRK-12-08(A),360 Electrode Gel 250 Gram,1,Regina,SK,S4R 3Z3,11.4,-0.91,-5.75,0
2019-06-11,4:39:53 PM PDT,Refund,,3MM-1527-1(B),"3M Transpore Surgical Tape 1"" x 10 yard (Pack of 12)",1,Ottawa,Ontario,K2E 7T9,-17.5,2.1,0,
2019-06-11,5:27:16 PM PDT,Order,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Lake Louise,Alberta,T0L 1E0,69.36,-10.4,-6.58,29.15
2019-06-11,5:28:54 PM PDT,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Cold Lake,Alberta,T9M 1Z4,39.85,-5.98,-6.83,14.65
2019-06-11,5:29:09 PM PDT,Order,,OMR-BP785N(B),Omron 10 Series Upper Arm Blood Pressure Monitor with Wide-Range ComFit Cuff (BP785N),1,Sherwood Park,Alberta,T8A 0J4,125,-18.75,-11.02,0
2019-06-11,6:33:42 PM PDT,Order,3MM-1626W,3MM-1626W,"3M 1626W Tegaderm Transparent Film Dressing, Frame Style, 10 cm  Length x 12 cm Width (4 in x 4-3/4 in), Pack of 50",1,Stittsville,ON,K2S 1E4,26.5,-3.18,-6.19,9.82
2019-06-11,6:37:37 PM PDT,Order,,3MM-1527-1(B),"3M Transpore Surgical Tape 1"" x 10 yard (Pack of 12)",1,Calgary,Alberta,T2M 0S2,17.5,-2.63,-6.58,
2019-06-11,6:45:40 PM PDT,Order,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,OTTAWA,Ontario,K2H 0B7,45.85,-6.88,-7.35,18.31
