date,time,type,order id,group-sku,sku,description,quantity,order city,order state,order postal,product sales,selling fees,fba fees,landing cost
2019-04-25,3:20:16 PM PDT,Order,701-1182675-8369828,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Goderich,Ontario,N7A 3X8,9.68,-0.77,-3.81,2.67
2019-04-25,3:27:04 PM PDT,Order,702-6598864-8283461,3MM-1626W,3MM-1626W,"3M 1626W Tegaderm Transparent Film Dressing, Frame Style, 10 cm  Length x 12 cm Width (4 in x 4-3/4 in), Pack of 50",1,Saint-Laurent,Quebec,H4M 1J3,26.5,-3.18,-6.19,9.82
2019-04-25,3:28:34 PM PDT,Order,701-2494829-3489850,,OMR-BP710N,"Omron Healthcare Omron 3 Series Blood Pressure Monitor, 2 lb",1,Montreal,QC,H4A 3H5,49.98,-7.5,-6.58,24.03
2019-04-25,4:18:22 PM PDT,Refund,702-0299813-9848249,,LUX-NEO320B,Luxe Bidet Neo 320 (Elite Series) - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Va,1,Edmonton,Alberta,T5A 5E8,-69.85,8.38,0,27.4
2019-04-25,5:26:25 PM PDT,Order,702-6617555-7782604,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Burnaby,British Columbia,V3N 5E4,71,-10.65,-6.58,29.15
2019-04-25,5:28:45 PM PDT,Order,702-0186880-6062664,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Burnaby,British Columbia,V5H 1Y8,71,-10.65,-6.58,29.15
2019-04-25,5:35:33 PM PDT,Order,701-9692272-7533831,MOL-295300,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",1,Calgary,Alberta,T2V 4K6,27.99,-4.2,-6.19,10.32
2019-04-25,5:36:12 PM PDT,Order,701-9040315-9193066,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Bowden,Alberta,T0M 0K0,71,-10.65,-6.58,29.15
2019-04-25,5:48:28 PM PDT,Order,702-3829599-0933009,,LUX-NEO320B,Luxe Bidet Neo 320 (Elite Series) - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Va,1,Mississauga,Ontario,L5A 4C4,69.85,-10.48,-7.35,27.4
2019-04-25,5:49:00 PM PDT,Order,702-9493474-7860224,,CON-187660,DUODERM CGF 187660 BX/5 4X4 EACH,1,Etobicoke,Ontario,M9B 5W4,19,-2.85,-6.19,7.2
2019-04-25,5:57:00 PM PDT,Order,702-0672827-0177025,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Mississauga,Ontario,L5C 2T7,71,-10.65,-6.58,29.15
2019-04-25,6:35:50 PM PDT,Order,702-3913380-8652228,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Vanier,Ontario,K1L 6X8,71,-10.65,-6.58,29.15
2019-04-25,6:37:16 PM PDT,Order,702-0275144-5003441,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,4,Stittsville,Ontario,K2S 1E7,172,-25.8,-24.77,65.04
2019-04-25,6:53:35 PM PDT,Order,702-3094447-0433063,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),2,vaughan,Ontario,L4J 7B6,91.7,-20.64,-14.69,36.62
2019-04-25,6:53:35 PM PDT,Order,702-3094447-0433063,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,vaughan,Ontario,L4J 7B6,45.85,0,-7.35,18.31
2019-04-25,6:54:10 PM PDT,Order,702-6371459-9065013,,PRK-12-08(A),"Spectra_ 360 electrode gel, 250gm (8.5oz) tube - each",1,Toronto,ON,M5R 3R9,11.4,-0.91,-6.19,0
2019-04-25,7:01:57 PM PDT,Order,701-4331580-3433815,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,1,Toronto,Ontario,M3M 2H1,43,-6.45,-6.19,16.26
2019-04-25,8:21:37 PM PDT,Order,701-7810905-6800205,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,Cranbrook,British Columbia,V1C 1P8,45.85,-6.88,-7.35,18.31
2019-04-25,8:21:42 PM PDT,Order,702-8525858-5715432,,OMR-BP710N(B),Omron 3 Series Upper Arm Blood Pressure Monitor,1,Vernon,British Columbia,V1T 3B3,65,-9.75,-6.58,0
2019-04-25,8:22:05 PM PDT,Order,701-7315512-9952225,WEL-06000-800,WEL-06000-800,Braun PC 200 Probe Cover by Welch Allyn (Pack of 200),1,VANCOUVER,BC,V5Y 0E0,26.9,-3.23,-6.19,6.6
2019-04-25,8:23:36 PM PDT,Order,701-2914661-4301857,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Surrey,BC,V3X 0E2,71,-10.65,-6.58,29.15
2019-04-25,8:23:43 PM PDT,Order,702-3689940-1344210,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Parksville,British Columbia,V9P 1A4,71,-10.65,-6.58,29.15
2019-04-25,8:33:19 PM PDT,Order,702-8959182-7933034,MOL-295300,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",1,Toronto,Ontario,M6H 3W2,27.99,-4.2,-19.9,10.32
2019-04-25,8:36:15 PM PDT,Order,702-0992789-6805022,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Markham,Ontario,L3P 5X6,71,-10.65,-6.58,29.15
2019-04-25,8:38:16 PM PDT,Refund,701-6264500-3310615,,LUX-NEO320B,Luxe Bidet Neo 320 (Elite Series) - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Va,1,Calgary,Alberta,T3J 4K4,-69.85,8.38,0,27.4
2019-04-25,9:30:27 PM PDT,Order,701-4389288-9117830,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Markham,Ontario,L3S 2H4,9.68,-0.77,-3.81,2.67
2019-04-25,9:42:38 PM PDT,Order,701-7064490-0177817,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,1,Richmond Hill,Ontario,L4B 2G7,43,-6.45,-6.19,16.26
2019-04-25,9:47:30 PM PDT,Order,702-0941001-6809059,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Brampton,Ontario,L6R 2X2,39.85,-5.98,-7.35,14.65
2019-04-25,9:51:02 PM PDT,Order,701-4304688-6663451,,LUX-NEO320B,Luxe Bidet Neo 320 (Elite Series) - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Va,1,Mississauga,Ontario,L5J 3L8,69.85,-10.48,-7.35,27.4
2019-04-25,10:00:28 PM PDT,Order,702-7093637-6818644,,LUX-NEO180W,Luxe Bidet Neo 180 - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (white and white),1,brampton,Ontario,L6S2Z8,55.95,-8.39,-7.35,24.03
2019-04-25,10:34:28 PM PDT,Order,701-9779722-3465840,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Waterdown,Ontario,L8B1W7,39.85,-5.98,-7.35,14.65
2019-04-25,10:34:43 PM PDT,Order,702-5818203-8413031,,OMR-BP710N(B),Omron 3 Series Upper Arm Blood Pressure Monitor,1,Hamilton,ON,L9C 7N2,64.99,-9.75,-13.02,0
2019-04-25,10:35:33 PM PDT,Order,702-0805965-8390604,3MM-1624W,3MM-1624W,"3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)",1,Grimsby,Ontario,L3M 5G3,27,-3.24,-4.49,9
2019-04-25,10:37:38 PM PDT,Order,701-9806315-3753029,,LUX-NEO320B,Luxe Bidet Neo 320 (Elite Series) - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Va,1,Hamilton,Ontario,L8W 0B6,69.85,-10.48,-7.35,27.4
2019-04-25,10:42:41 PM PDT,Order,701-4233431-1017061,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Brossard,Quebec,J4Z 0C6,71,-10.65,-6.58,29.15
2019-04-25,10:49:31 PM PDT,Order,702-8653636-5956215,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Brossard,Quebec,J4X 2K4,71,-10.65,-6.58,29.15
2019-04-25,10:52:10 PM PDT,Order,702-2601541-7861868,3MM-1624W,3MM-1624W,"3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)",1,Vancouver,BC,V5R 1M2,27,-3.24,-4.17,9
2019-04-25,10:55:49 PM PDT,Order,701-5465135-2702606,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,Victoria,British Columbia,V9C 0M7,45.85,-6.88,-6.83,18.31
2019-04-25,10:56:42 PM PDT,Order,701-2557127-5697840,,LUX-NEO320B,Luxe Bidet Neo 320 (Elite Series) - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Va,1,North Vancouver,British Columbia,V7R 2B5,69.85,-10.48,-6.83,27.4
2019-04-25,11:00:26 PM PDT,Order,701-9454551-0460235,,PRK-01-08(X2),2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,montreal,Quebec,H3L 2G4,12.99,-1.04,-6.58,3.32
2019-04-25,11:04:46 PM PDT,Order,701-0955333-6501821,,PRK-01-08(X2),2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Kitchener,Ontario,N2B 1C2,12.99,-1.04,-6.58,3.32
2019-04-25,11:17:56 PM PDT,Order,702-9179882-6888227,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,Lake Country,British Columbia,V4V 1V5,45.85,-6.88,-6.83,18.31
2019-04-25,11:46:11 PM PDT,Order,701-5144932-5125000,,LUX-NEO320B,Luxe Bidet Neo 320 (Elite Series) - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Va,1,St. Catharines,Ontario,L2S2W1,69.85,-10.48,-26.05,27.4
2019-04-26,12:21:53 AM PDT,Order,701-5090677-4910621,,LUX-NEO320B,Luxe Bidet Neo 320 (Elite Series) - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Va,1,Edmonton,AB,T6W 1T3,69.85,-10.48,-6.83,27.4
2019-04-26,12:23:41 AM PDT,Order,702-6184704-6471411,,PRK-12-08(X2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Calgary,Alberta,T3B 3Y7,14.5,-1.74,-6.11,4.04
2019-04-26,12:23:52 AM PDT,Order,701-3528859-9427402,,PRK-12-08(X2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Calgary,Alberta,T2J 7C7,14.5,-1.74,-6.11,4.04
2019-04-26,1:30:09 AM PDT,Order,701-5566648-3392249,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,Richmond hill,Ontario,L4B 2Z1,45.85,-6.88,-7.35,18.31
2019-04-26,1:35:42 AM PDT,Order,702-5354477-3625050,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,Ottawa,Ontario,K4A 0W3,45.85,-6.88,-7.35,18.31
2019-04-26,1:35:53 AM PDT,Order,701-5476501-3749826,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Ottawa,Ontario,K1V 6N2,71,-10.65,-6.58,29.15
2019-04-26,1:36:37 AM PDT,Order,702-0063778-3337023,,LUX-NEO320B,Luxe Bidet Neo 320 (Elite Series) - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Va,1,Ottawa,Ontario,K1H 5K9,69.85,-10.48,-7.35,27.4
2019-04-26,1:37:42 AM PDT,Order,701-8627389-2358616,,OMR-BP710N,"Omron Healthcare Omron 3 Series Blood Pressure Monitor, 2 lb",1,Orleans,Ontario,K1C 7E1,49.98,-7.5,-6.58,24.03
2019-04-26,1:38:10 AM PDT,Order,701-8989329-9210660,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,1,Ottawa,Ontario,K2G 6K9,43,-6.45,-6.19,16.26
2019-04-26,1:40:07 AM PDT,Order,702-6389854-2249842,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,milton,ontario,L9T0J7,71,-10.65,-6.58,29.15
2019-04-26,3:23:05 AM PDT,Order,701-5841827-9917037,3MM-1626W,3MM-1626W,"3M 1626W Tegaderm Transparent Film Dressing, Frame Style, 10 cm  Length x 12 cm Width (4 in x 4-3/4 in), Pack of 50",1,Edmonton,AB,T5N 2W8,26.5,-3.18,-5.75,9.82
2019-04-26,3:58:48 AM PDT,Order,701-9143845-6202650,3MM-1624W,3MM-1624W,"3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)",1,Calgary,Alberta,T3B 2J1,27,-3.24,-4.17,9
2019-04-26,4:00:02 AM PDT,Order,702-8412531-0928247,,LUX-NEO250B,Luxe Bidet Neo 250 - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Calgary,Alberta,T1Y 5J2,59.95,-8.99,-6.83,27.21
2019-04-26,6:14:59 AM PDT,Adjustment,702-1396362-1373824,,LUX-NEO320B,FBA Inventory Reimbursement - Customer Return,1,,,,0,0,0,27.4
2019-04-26,7:19:52 AM PDT,Order,701-3105406-4271457,WEL-06000-800,WEL-06000-800,Braun PC 200 Probe Cover by Welch Allyn (Pack of 200),1,Vancouver,British Columbia,V6C 1S4,25.5,-3.06,-6.19,6.6
2019-04-26,7:20:41 AM PDT,Order,701-0436181-2017853,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Harrison Mills,British Columbia,V0M 1A1,71,-10.65,-6.58,29.15
2019-04-26,8:38:50 AM PDT,Order,702-8729502-0383453,,PRK-03-08(X2),2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Crediton,Ontario,N0M 1M0,14.1,-1.13,-6.58,3.44
2019-04-26,8:45:40 AM PDT,Order,701-4912662-4545042,,PRK-01-08(X2),2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,New Liskeard,Ontario,P0J 1P0,12.99,-1.04,-11.09,3.32
2019-04-26,8:47:33 AM PDT,Order,701-0543967-8028237,,PRK-03-08(X2),2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Elliot Lake,Ontario,P5A 1E6,14.1,-1.13,-11.09,3.44
2019-04-26,10:02:19 AM PDT,Order,701-6769075-7284260,,LUX-NEO320B,Luxe Bidet Neo 320 (Elite Series) - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Va,1,Winnipeg,MB,R3M 1W7,69.85,-10.48,-6.83,27.4
2019-04-26,10:47:34 AM PDT,Order,702-3248356-5389819,,LUX-NEO320B,Luxe Bidet Neo 320 (Elite Series) - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Va,1,MISSISSAUGA,ON,L5L 5S0,69.85,-10.48,-7.35,27.4
2019-04-26,10:47:48 AM PDT,Order,702-8050925-9835418,MOL-295300,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",1,Mississauga,Ontario,L4W 4C2,27.99,-4.2,-6.19,10.32
2019-04-26,10:49:55 AM PDT,Order,701-7391836-1957010,,PRK-03-08(X2),2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Hannon,Ontario,L0R 1P0,14.1,-1.13,-6.58,3.44
2019-04-26,11:31:28 AM PDT,Order,702-7698110-1508204,,PRK-01-08(X2),2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,brampton,Ontario,L6Z1C3,12.99,-1.04,-6.58,3.32
2019-04-26,11:32:23 AM PDT,Order,701-9560191-5917011,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Brampton,Ontario,L6W 4C6,39.85,-5.98,-7.35,14.65
2019-04-26,11:42:45 AM PDT,Order,701-8981150-0002633,,PRK-12-08(X2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Brampton,Ontario,L7A 3S4,14.5,-1.74,-6.58,4.04
2019-04-26,11:43:07 AM PDT,Order,701-3019835-2813047,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,Mississauga,Ontario,L5V 1M6,45.85,-6.88,-7.35,18.31
2019-04-26,11:51:20 AM PDT,Order,701-7662546-8413054,,PRK-12-08(X2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Kelowna,British Columbia,V1Y 4B6,14.5,-1.74,-6.58,4.04
2019-04-26,11:58:09 AM PDT,Order,701-0588826-2381844,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,1,Orangeville,Ontario,L9W 7N8,43,-6.45,-6.19,16.26
2019-04-26,11:59:27 AM PDT,Order,702-8203236-6658604,,PRK-03-08(X2),2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Caledon Village,Ontario,L7K 0T8,14.1,-1.13,-6.58,3.44
2019-04-26,1:50:18 PM PDT,Order,702-3490454-6809051,,PRK-12-08(X2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",3,Guelph,Ontario,N1E 7B1,43.5,-5.22,-19.73,12.12
2019-04-26,1:53:51 PM PDT,Order,701-9123911-1851453,,LUX-NEO320B,Luxe Bidet Neo 320 (Elite Series) - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Va,1,Newmarket,Ontario,L3X 2T4,69.85,-10.48,-7.35,27.4
2019-04-26,1:56:36 PM PDT,Order,701-0583920-9722601,,PRK-01-08(X2),2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),2,Vancouver,British Columbia,V5L 4C3,25.98,-2.08,-13.15,6.64
2019-04-26,2:07:30 PM PDT,Order,701-4017030-5137019,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Oakville,ON,L6L 4H5,39.85,-5.98,-7.35,14.65
2019-04-26,2:11:22 PM PDT,Order,702-7497603-0162638,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Burnaby,BC,V5J 1P3,71,-10.65,-6.58,29.15
2019-04-26,2:17:17 PM PDT,Order,701-9284250-6878643,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,Astorville,Ontario,P0H 1B0,45.85,-6.88,-7.35,18.31
2019-04-26,2:55:13 PM PDT,Order,701-9648205-5989017,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1,Guelph,Ontario,N1K 1T5,39.85,-5.98,-7.35,14.65
2019-04-26,3:01:30 PM PDT,Order,702-8142147-6486618,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Toronto,Ontario,M2P 1M3,71,-10.65,-6.58,29.15
2019-04-26,3:14:49 PM PDT,Order,702-7959566-7619459,,OMR-BP710N,"Omron Healthcare Omron 3 Series Blood Pressure Monitor, 2 lb",1,St Marys,Ontario,N4X 1C8,49.98,-7.5,-6.58,24.03
2019-04-26,3:15:35 PM PDT,Order,702-9031004-6661840,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1,Belmont,Ontario,N0L 1B0,9.68,-0.77,-3.81,13.37
2019-04-26,3:33:07 PM PDT,Order,702-7124646-8477819,,PRK-12-08(X2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,Saint-Lambert,Quebec,J4S 1Z3,14.5,-1.74,-6.58,4.04
2019-04-26,3:39:26 PM PDT,Order,701-1528723-8973824,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Quebec,Quebec,G2C 0H7,71,-10.65,-6.58,29.15
2019-04-26,3:39:39 PM PDT,Refund,702-5747951-2438624,,LUX-NEO320B,Luxe Bidet Neo 320 (Elite Series) - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Va,1,Edmonton,Alberta,T5P 2G7,-69.85,8.38,0,27.4
2019-04-26,3:40:43 PM PDT,Refund,701-8241162-2166601,,LUX-NEO320B,Luxe Bidet Neo 320 (Elite Series) - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Va,1,Brossard,Quebec,J4Y 0E5,-69.85,8.38,0,27.4
2019-04-26,3:46:25 PM PDT,Order,701-4784871-8011413,,PRK-01-08(X2),2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Bowmanville,Ontario,L1C 5A9,12.99,-1.04,-14.15,3.32
2019-04-26,5:19:57 PM PDT,Order,701-8308622-3077021,,OMR-BP652,Omron 7 Series Wrist Blood Pressure Monitor,1,Vancouver,British Columbia,V6M 2G5,90,-13.5,-6.58,42.7
2019-04-26,5:21:45 PM PDT,Order,702-5677708-7819416,,PRK-01-08(X2),2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Calgary,AB,T3E4C1,12.99,-1.04,-6.58,3.32
2019-04-26,5:29:12 PM PDT,Order,701-8308622-3077021,,OMR-BP652,Omron 7 Series Wrist Blood Pressure Monitor,1,Vancouver,British Columbia,V6M 2G5,90,-13.5,-6.58,42.7
2019-04-26,5:30:51 PM PDT,Order,701-5981230-0037054,WEL-06000-800,WEL-06000-800,Braun PC 200 Probe Cover by Welch Allyn (Pack of 200),1,Swan Hills,Alberta,T0G2C0,25.64,-3.08,-6.19,6.6
2019-04-26,5:31:06 PM PDT,Order,701-7679259-2012217,WEL-06000-800,WEL-06000-800,Braun PC 200 Probe Cover by Welch Allyn (Pack of 200),1,Okotoks,Alberta,T1S 0N9,25.5,-3.06,-6.19,6.6
2019-04-26,5:31:42 PM PDT,Order,701-5492473-4021021,,OMR-BP710N(B),Omron 3 Series Upper Arm Blood Pressure Monitor,1,Lethbridge,Alberta,T1K 6V2,64.99,-9.75,-6.58,0
2019-04-26,5:32:22 PM PDT,Order,702-3954067-2645854,,PRK-03-08(X2),2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Beaumont,Alberta,T4X 1V7,14.1,-1.13,-6.58,3.44
2019-04-26,5:33:02 PM PDT,Order,702-6543092-4622652,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Sherwood Park,Alberta,T8C 1G9,71,-10.65,-6.58,29.15
2019-04-26,6:15:42 PM PDT,Order,701-6082646-5264231,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1,Vaughan,Ontario,L4J 9H6,45.85,-6.88,-7.35,18.31
2019-04-26,6:15:50 PM PDT,Order,701-2931957-0609034,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1,Toronto,Ontario,M1R3S6,71,-10.65,-6.58,29.15
2019-04-26,6:16:01 PM PDT,Order,701-9626439-3596264,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,1,Unionville,ON,L3R8V5,43,-6.45,-6.19,16.26
2019-04-26,6:16:36 PM PDT,Order,701-6433879-2793822,,PRK-01-08(X2),2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,East York,Ontario,M4H 1J4,12.99,-1.04,-6.58,3.32
2019-04-26,6:19:05 PM PDT,Order,702-2247756-9082603,MOL-295300,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",2,Candiac,Quebec,J5R 3J7,55.98,-8.4,-18.9,20.64
2019-04-26,6:19:24 PM PDT,Order,701-9032414-6435439,KEL-GEL15GM,KEL-GEL15GM,Sinclair Kelo-Cote Gel for Scars 15g,4,Montreal,Quebec,H3G 1M1,152.44,-22.88,-24.77,65.04
2019-04-26,6:21:40 PM PDT,Order,701-0952538-0081030,,PRK-12-08(X2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1,St-Colomban,Quebec,J5K 1Z1,14.5,-1.74,-9.94,4.04
2019-04-26,6:24:35 PM PDT,Order,701-6354090-7373058,3MM-1624W,3MM-1624W,"3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)",2,Oshawa,Ontario,L1J 3K7,54,-6.48,-8.97,18
2019-04-26,6:33:51 PM PDT,Order,702-5146399-1649002,,PRK-03-08(X2),2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1,Terrebonne,Quebec,J6X 0A5,14.1,-1.13,-6.58,3.44
