,Unnamed: 0,vendor,date,order id,country,order city,order state,product brand,item,quantity,revenue,total cost,profit,return on sales,item description
7145,52735,net32,2019-06-06,19391,USA,Houston,TX,KERR,KER-35129,60,1674.0,1249.8,424.2,0.253405018,KERR OPTIBOND ALL IN ONE SELF ETCH 6ML                      
7146,52736,net32,2019-06-06,19425,USA,Hopewell Junction,NY,3M ESPE,3MD-6020A3.5(E),4,100.0,56.68,43.32,0.4332,3M ESPE FILTEK Z250 SYRINGE A3.5                            
7147,52737,net32,2019-06-06,19393,USA,Lees Summit,MO,3M ESPE,3MD-56877,1,90.0,41.29,48.71,0.541222222,3M ESPE RELY X U200 TRANSLUCENT CLICKER                     
7148,52738,net32,2019-06-06,19429,USA,Westminster,CO,DENTSPLY,DEN-610007,3,111.75,67.44,44.31,0.396510067,DENTSPLY IRM IVORY COMPLETE-KIT                             
7149,52739,net32,2019-06-06,19402,USA,Arlington,TX,KERR,KER-33872,8,322.0,246.64,75.36,0.234037267,KERR MAXCEM ELITE REFILL CLEAR 2/PK                         
7150,52740,net32,2019-06-06,19392,USA,Los Angeles,CA,KROMOPAN,KRO-KRM302,20,130.0,77.4,52.6,0.404615385,KROMOPAN ALGINATE 100 1LN BAG                               
7151,52741,net32,2019-06-06,19394,USA,Odenton,MD,DENTSPLY,DEN-678775,5,342.25,242.6,99.65,0.291161432,DENTSPLY AQUASIL ULTRA REFILLS HEAVY REGULAR SET            
7152,52742,net32,2019-06-06,19380,USA,Fairhaven,MA,3M ESPE,3MD-56877,1,75.5,41.29,34.21,0.45311258299999996,3M ESPE RELY X U200 TRANSLUCENT CLICKER                     
7153,52743,net32,2019-06-06,19389,USA,Raleigh,NC,KERR,KER-31513(EU),1,41.99,21.47,20.52,0.488687783,KERR OPTIBOND SOLO PLUS REFILL                              
7154,52744,net32,2019-06-06,19408,USA,Houston,TX,KERR,KER-31513(EU),1,41.99,21.47,20.52,0.488687783,KERR OPTIBOND SOLO PLUS REFILL                              
7155,52745,net32,2019-06-06,19387,USA,Macomb,IL,VOCO,VOC-1479,1,81.1,69.75,11.35,0.139950678,VOCO STRUCTUR 2 SC REFILL 75GM A1
7156,52746,net32,2019-06-06,19416,USA,Fort Lee,NJ,KERR,ACT-261030,1,130.5,93.26,37.24,0.285363985,ACTEON EXPASYL CAPSULE STANDARD 20/PK
7157,52747,net32,2019-06-06,19419,USA,Waltham,MA,DENTSPLY,DEN-610007,5,186.25,112.4,73.85,0.396510067,DENTSPLY IRM IVORY COMPLETE-KIT                             
7158,52748,net32,2019-06-06,19408,USA,Houston,TX,LOOK,LOK-557B,1,25.0,11.57,13.43,0.5372,"LOOK SUTURE CHROMIC GUT 5-0 27"" 12/BOX                      "
7159,52749,net32,2019-06-06,19377,USA,Seal Beach,CA,VIVADENT,VIV-590331,2,120.4,106.24,14.16,0.117607973,VIVADENT TETRIC EVOCERAM CAVIFIL CAPS A1 20/BX              
7160,52750,net32,2019-06-06,19395,USA,Chicago,IL,COLTENE WHALEDENT,CWH-P-42-4.5,1,40.0,23.23,16.77,0.41925,COLTENE WHALEDENT PARAPOST DRILL #4.5 (3/PK)
7161,52751,net32,2019-06-06,19415,USA,Marietta,GA,KROMOPAN,KRO-KRM302,15,97.5,58.05,39.45,0.404615385,KROMOPAN ALGINATE 100 1LN BAG                               
7162,52752,net32,2019-06-06,19386,USA,La Crescenta,CA,KERR,KER-33872,2,94.4,61.66,32.74,0.346822034,KERR MAXCEM ELITE REFILL CLEAR 2/PK                         
7163,52753,net32,2019-06-06,19426,USA,Lake City,FL,DENTSPLY,DEN-666210,1,125.0,82.59,42.41,0.33928,DENTSPLY INTEGRITY REFILL PK A1                             
7164,52754,net32,2019-06-06,19401,USA,Brooklyn,NY,VIVADENT,VIV-590314,3,115.5,97.26,18.24,0.15792207800000002,Vivadent Tetric Evoceram Syringe A3Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
7165,52755,net32,2019-06-06,19384,USA,Yorba Linda,CA,KERR,ACT-F00245,4,320.0,130.84,189.16,0.591125,ACTEON SATELEC INSERT NO. 1S 1/PK                           
7166,52756,net32,2019-06-06,19428,USA,Kutztown,PA,3M ESPE,3MD-41258(E),4,231.8,120.0,111.8,0.48231233799999995,3M ESPE SCOTCHBOND UNIVERSAL ADHESIVE
7167,52757,net32,2019-06-06,19400,USA,Eureka,CA,3M ESPE,3MD-6020A3.5(E),3,75.0,42.51,32.49,0.4332,3M ESPE FILTEK Z250 SYRINGE A3.5                            
7168,52758,net32,2019-06-06,19406,USA,Saint Clair Shores,MI,3M ESPE,3MD-7510,1,50.5,30.17,20.33,0.40257425700000005,3M ESPE VITREBOND INTRODUCTORY KIT                          
7169,52759,net32,2019-06-06,19420,USA,Houston,TX,KERR,KER-31513(EU),4,167.96,85.88,82.08,0.488687783,KERR OPTIBOND SOLO PLUS REFILL                              
7170,52760,net32,2019-06-06,19427,USA,Fairless Hills,PA,3M ESPE,3MD-41258(E),3,173.85,90.0,83.85,0.48231233799999995,3M ESPE SCOTCHBOND UNIVERSAL ADHESIVE
7171,52761,net32,2019-06-06,19417,USA,San Luis Obispo,CA,3M ESPE,3MD-56877,2,180.0,82.58,97.42,0.541222222,3M ESPE RELY X U200 TRANSLUCENT CLICKER                     
7172,52762,net32,2019-06-06,19385,USA,Sacramento,CA,KERR,KER-31513(EU),1,41.99,21.47,20.52,0.488687783,KERR OPTIBOND SOLO PLUS REFILL                              
7173,52763,net32,2019-06-06,19376,USA,Arvada,CO,3M ESPE,3MD-712-036,2,245.0,85.14,159.86,0.652489796,3M Espe Transbond XT Adhesive Syringe 4/Pk
7174,52764,net32,2019-06-06,19421,USA,Philadelphia,PA,SHOFU,SHO-0244,10,165.0,90.3,74.7,0.452727273,SHOFU DURA-WHITE STONES FG FL2                              
7175,52765,net32,2019-06-06,19396,USA,Oklahoma City,OK,NSK(MISC),NSK-HP4PB,3,75.0,0.0,75.0,1.0,Push Button High Speed Handpiece 4-Hole.Â 
7176,52766,net32,2019-06-06,19381,USA,Shreveport,LA,KERR,KER-31513(EU),2,83.98,42.94,41.04,0.488687783,KERR OPTIBOND SOLO PLUS REFILL                              
7177,52767,net32,2019-06-06,19411,USA,Sterling Heights,MI,VIVADENT,VIV-533602,5,64.5,46.15,18.35,0.28449612399999996,VIVADENT POLITIP FINISHER GREY POINT B                      
7178,52768,net32,2019-06-06,19418,USA,Houston,TX,DENTSPLY,DEN-678775,1,68.45,48.52,19.93,0.291161432,DENTSPLY AQUASIL ULTRA REFILLS HEAVY REGULAR SET            
7179,52769,net32,2019-06-06,19412,USA,Rockville,MD,KERR,KER-33872,5,201.25,154.15,47.1,0.234037267,KERR MAXCEM ELITE REFILL CLEAR 2/PK                         
7180,52770,net32,2019-06-06,19399,USA,Bellingham,WA,KODAK,KOD-1228840,1,44.99,10.28,34.71,0.771504779,KODAK ULTRASPEED FILM DF-54 #0 POLYSOFT                     
7181,52771,net32,2019-06-06,19424,USA,Lynnwood,WA,3M ESPE,3MD-56877,2,180.0,82.58,97.42,0.541222222,3M ESPE RELY X U200 TRANSLUCENT CLICKER                     
7182,52772,net32,2019-06-06,19404,USA,Sacramento,CA,COLTENE WHALEDENT,CWH-P-42-5,1,38.9,22.82,16.08,0.41336760899999997,COLTENE WHALEDENT PARAPOST DRILL #5 (3/PK)                  
7183,52773,net32,2019-06-06,19404,USA,Sacramento,CA,KERR,KER-25881,1,49.5,31.28,18.22,0.368080808,KERR OPTIBOND FL PRIMER                                     
7184,52774,net32,2019-06-06,19382,USA,Prospect,KY,KERR,KER-31513(EU),2,83.98,42.94,41.04,0.488687783,KERR OPTIBOND SOLO PLUS REFILL                              
7185,52775,net32,2019-06-07,19434,USA,Mount Kisco,NY,3M ESPE,3MD-56877,2,180.0,82.58,97.42,0.541222222,3M ESPE RELY X U200 TRANSLUCENT CLICKER                     
7186,52776,net32,2019-06-07,19461,USA,Woodland,CA,3M ESPE,3MD-907024,5,132.5,93.7,38.8,0.29283018899999996,3M ESPE UNITEK SS CROWN FORM UL4 LATERAL (5/BX)             
7187,52777,net32,2019-06-07,19466,USA,Brandon,FL,KERR,KER-31513(EU),3,125.97,64.41,61.56,0.488687783,KERR OPTIBOND SOLO PLUS REFILL                              
7188,52778,net32,2019-06-07,19476,USA,Silver Spring,MD,KERR,KER-33872,5,201.25,154.15,47.1,0.234037267,KERR MAXCEM ELITE REFILL CLEAR 2/PK                         
7189,52779,net32,2019-06-07,19445,USA,Fort Lauderdale,FL,SHOFU,SHO-L509,6,107.4,39.3,68.1,0.634078212,SHOFU SUPER SNAP DISKS FINISHING VIOLET SSU                 
7190,52780,net32,2019-06-07,19443,USA,Miami,FL,KERR,KER-33872,1,47.2,30.83,16.37,0.346822034,KERR MAXCEM ELITE REFILL CLEAR 2/PK                         
7191,52781,net32,2019-06-07,19452,USA,Wadesboro,NC,VOCO,VOC-1863,2,132.0,97.66,34.34,0.260151515,VOCO GRANDIO FLOW SYRINGE A1 2/PK 2.0GM
7192,52782,net32,2019-06-07,19452,USA,Wadesboro,NC,VOCO,VOC-2651,3,193.05,163.92,29.13,0.150893551,VOCO GRANDIOSO CAPSULES 0.25GM A2 16/PK
7193,52783,net32,2019-06-07,19471,USA,Orange Park,FL,DENTSPLY,DEN-678773,5,315.7,242.6,73.1,0.23154893899999998,DENTSPLY AQUASIL ULTRA REFILLS MONOPHASE REGULAR SET        
7194,52784,net32,2019-06-07,19465,USA,Flushing,NY,KERR,KER-33872,5,201.25,154.15,47.1,0.234037267,KERR MAXCEM ELITE REFILL CLEAR 2/PK                         
7195,52785,net32,2019-06-07,19438,USA,Santa Barbara,CA,KERR,KER-25881,1,49.5,31.28,18.22,0.368080808,KERR OPTIBOND FL PRIMER                                     
7196,52786,net32,2019-06-07,19445,USA,Fort Lauderdale,FL,SHOFU,SHO-L501,6,72.24,39.24,33.0,0.456810631,SHOFU SUPER SNAP DISKS POLISHING                            
7197,52787,net32,2019-06-07,19444,USA,Nashville,TN,KULZER,KUL-66048141,1,60.0,42.23,17.77,0.296166667,KULZER VENUS PEARL PLT REFILL A2 20/BX
7198,52788,net32,2019-06-07,19460,USA,Nanuet,NY,DENTSPLY,DEN-610007,1,44.5,22.48,22.02,0.49483146100000003,DENTSPLY IRM IVORY COMPLETE-KIT                             
7199,52789,net32,2019-06-07,19463,USA,San Fernando,CA,J&J ,J&J-MS0005,12,214.8,146.16,68.64,0.319553073,J&J ETHICON SPONGOSTAN SPONGES GELATINE 24/BX
7200,52790,net32,2019-06-07,19452,USA,Wadesboro,NC,VOCO,VOC-1841,2,130.0,111.6,18.4,0.141538462,VOCO GRANDIO CAPSULES A2Â  REFILL 20X 0.25GM
7201,52791,net32,2019-06-07,19478,USA,Stanhope,NJ,SHOFU,SHO-1753,2,93.98,58.94,35.04,0.372845286,SHOFU BEAUTIFUL II TIPS A2                                  
7202,52792,net32,2019-06-07,19436,USA,Las Vegas,NV,3M ESPE,3MD-56877,2,180.0,82.58,97.42,0.541222222,3M ESPE RELY X U200 TRANSLUCENT CLICKER                     
7203,52793,net32,2019-06-07,19449,USA,Kingston,PA,3M ESPE,3MD-5904UD(E),2,40.0,24.52,15.48,0.387,3M Espe Z100 Syringe UD                                     
7204,52794,net32,2019-06-07,19477,USA,Toms River,NJ,3M ESPE,3MD-41258(E),2,105.0,60.0,45.0,0.428571429,3M ESPE SCOTCHBOND UNIVERSAL ADHESIVE
7205,52795,net32,2019-06-07,19439,USA,Ogden,IA,KERR,ACT-261030,2,261.0,186.52,74.48,0.285363985,ACTEON EXPASYL CAPSULE STANDARD 20/PK
7206,52796,net32,2019-06-07,19432,USA,Brooklyn,NY,KROMOPAN,KRO-KRM302,10,65.0,38.7,26.3,0.404615385,KROMOPAN ALGINATE 100 1LN BAG                               
7207,52797,net32,2019-06-07,19442,USA,Bethlehem,PA,3M ESPE,3MD-1954,2,47.8,28.58,19.22,0.40209205,3M ESPE SOF-LEX FINISHING STRIPS COARSE/MEDIUM              
7208,52798,net32,2019-06-07,19457,USA,Oxnard,CA,COVIDIEN,COV-8881513850(E),1,31.0,13.73,17.27,0.557096774,COVIDIEN MONOJECT SYRINGE ENDO IRRIGATION 27 GAUGE 
7209,52799,net32,2019-06-07,19457,USA,Oxnard,CA,3M ESPE,3MD-1954,2,47.8,28.58,19.22,0.40209205,3M ESPE SOF-LEX FINISHING STRIPS COARSE/MEDIUM              
7210,52800,net32,2019-06-07,19450,USA,Spokane,WA,SHOFU,SHO-1754,2,110.0,58.94,51.06,0.46418181799999997,SHOFU BEAUTIFUL II TIPS A3                                  
7211,52801,net32,2019-06-07,19464,USA,Morganville,NJ,3M ESPE,3MD-56816,2,404.0,397.98,6.02,0.01490099,3M ESPE RELY X UNICEM APLICAP REFILL TRANSLUCENT (50/BX)    
7212,52802,net32,2019-06-07,19483,USA,Florence,AL,DENTSPLY,DEN-678775,5,420.0,242.6,177.4,0.42238095200000003,DENTSPLY AQUASIL ULTRA REFILLS HEAVY REGULAR SET            
7213,52803,net32,2019-06-07,19451,USA,Suitland,MD,SHOFU,SHO-1754,1,55.0,29.47,25.53,0.46418181799999997,SHOFU BEAUTIFUL II TIPS A3                                  
7214,52804,net32,2019-06-07,19456,USA,Longview,WA,VOCO,VOC-2651,1,64.35,54.64,9.71,0.150893551,VOCO GRANDIOSO CAPSULES 0.25GM A2 16/PK
7215,52805,net32,2019-06-07,19462,USA,New Ulm,MN,DENTSPLY,DEN-610007,2,89.0,44.96,44.04,0.49483146100000003,DENTSPLY IRM IVORY COMPLETE-KIT                             
7216,52806,net32,2019-06-07,19470,USA,Mckeesport,PA,VOCO,VOC-2651,1,64.35,54.64,9.71,0.150893551,VOCO GRANDIOSO CAPSULES 0.25GM A2 16/PK
7217,52807,net32,2019-06-07,19470,USA,Mckeesport,PA,COLTENE WHALEDENT,CWH-H09945,2,69.0,44.56,24.44,0.35420289899999996,COLTENE-WHALEDENT DAM 6X6 FLEXI NON-LATEX                   
7218,52808,net32,2019-06-07,19446,USA,Yukon,OK,KERR,KER-31513(EU),1,41.99,21.47,20.52,0.488687783,KERR OPTIBOND SOLO PLUS REFILL                              
7219,52809,net32,2019-06-07,19440,USA,Chattanooga,TN,DENTSPLY,DEN-678775,1,68.45,48.52,19.93,0.291161432,DENTSPLY AQUASIL ULTRA REFILLS HEAVY REGULAR SET            
7220,52810,net32,2019-06-07,19441,USA,Elizabeth,NJ,KROMOPAN,KRO-KRM302,10,65.0,38.7,26.3,0.404615385,KROMOPAN ALGINATE 100 1LN BAG                               
7221,52811,net32,2019-06-07,19481,USA,Edison,NJ,3M ESPE,3MD-6021A2,6,316.2,241.5,74.7,0.236242884,3M ESPE FILTEK Z250 CAPSULE REFILL A2 (20/BX)               
7222,52812,net32,2019-06-07,19459,USA,Denver,CO,KERR,KER-35129,2,59.4,41.66,17.74,0.298653199,KERR OPTIBOND ALL IN ONE SELF ETCH 6ML                      
7223,52813,net32,2019-06-07,19448,USA,Glendale,AZ,DENTSPLY,DEN-678775,10,840.0,485.2,354.8,0.42238095200000003,DENTSPLY AQUASIL ULTRA REFILLS HEAVY REGULAR SET            
7224,52814,net32,2019-06-07,19472,USA,Pullman,WA,SHOFU,SHO-0413,3,53.97,28.08,25.89,0.479710951,SHOFU BROWNIE MINI-POINT FG                                 
7225,52815,net32,2019-06-07,19468,USA,Dayton,OH,3M ESPE,3MD-7510,6,301.8,181.02,120.78,0.40019880700000005,3M ESPE VITREBOND INTRODUCTORY KIT                          
7226,52816,net32,2019-06-07,19485,USA,Cambridge,MA,KERR,ACT-261030,1,130.5,93.26,37.24,0.285363985,ACTEON EXPASYL CAPSULE STANDARD 20/PK
7227,52817,net32,2019-06-07,19479,USA,Portsmouth,VA,DENTSPLY,DEN-609001,1,69.0,46.66,22.34,0.323768116,DENTSPLY FYNAL CEMENT PACKAGE
7228,52818,net32,2019-06-07,19484,USA,Puyallup,WA,LOOK,LOK-559B,6,96.6,66.48,30.12,0.311801242,"LOOK SUTURE CHROMIC GUT UNDYED C6 4-0 27"" 12/BOX            "
7229,52819,net32,2019-06-07,19473,USA,Durham,NC,SHOFU,SHO-0104,3,46.05,29.94,16.11,0.349837134,SHOFU DURA-GREEN STONES FG FL2                              
7230,52820,net32,2019-06-07,19469,USA,Hartford,CT,DENTSPLY,DEN-678775,1,84.0,48.52,35.48,0.42238095200000003,DENTSPLY AQUASIL ULTRA REFILLS HEAVY REGULAR SET            
7231,52821,net32,2019-06-07,19482,USA,Puyallup,WA,PREMIER(MISC),PRE-9061070,8,143.92,80.88,63.04,0.43802112299999996,Premier Contoured Metal BandsÂ Â Â Â Â Â Â Â Â Â Â Â Â Â Â  Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
7232,52822,net32,2019-06-07,19475,USA,Staten Island,NY,KERR,KER-32862,1,59.99,20.94,39.05,0.650941824,KERR MAXCEM ELITE 4:1 AUTOMIX TIPS REGULAR 50/PK
7233,52823,net32,2019-06-07,19430,USA,Winchester,VA,KERR,KER-25881,2,99.0,62.56,36.44,0.368080808,KERR OPTIBOND FL PRIMER                                     
7234,52824,net32,2019-06-07,19458,USA,Allen,TX,LOOK,LOK-922B,1,25.0,10.56,14.44,0.5776,"LOOK SUTURE BK NYLON MONO C6 4-0 18"" 12/BOX                 "
7235,52825,net32,2019-06-07,19474,USA,Puyallup,WA,SHOFU,SHO-0413,5,89.95,46.8,43.15,0.479710951,SHOFU BROWNIE MINI-POINT FG                                 
7236,52826,net32,2019-06-07,19437,USA,Somerset,KY,KULZER,KUL-66040094,1,76.99,48.5,28.49,0.37004805799999996,KULZER IBOND TOTAL ETCH REFILL 4ml
7237,52827,net32,2019-06-07,19467,USA,Sugar Land,TX,3M ESPE,3MD-56816,1,210.0,198.99,11.01,0.05242857099999999,3M ESPE RELY X UNICEM APLICAP REFILL TRANSLUCENT (50/BX)    
7238,52828,net32,2019-06-07,19455,USA,Hemet,CA,3M ESPE,3MD-712-036,3,355.5,127.71,227.79,0.640759494,3M Espe Transbond XT Adhesive Syringe 4/Pk
7239,52829,net32,2019-06-07,19454,USA,Fort Worth,TX,PREMIER(MISC),PRE-9061070,5,89.95,50.55,39.4,0.43802112299999996,Premier Contoured Metal BandsÂ Â Â Â Â Â Â Â Â Â Â Â Â Â Â  Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
7240,52830,net32,2019-06-07,19431,USA,Nicholasville,KY,KERR,KER-35129,6,167.4,124.98,42.42,0.253405018,KERR OPTIBOND ALL IN ONE SELF ETCH 6ML                      
7241,52831,net32,2019-06-07,19447,USA,Florence,MA,KERR,KER-31513(EU),2,83.98,42.94,41.04,0.488687783,KERR OPTIBOND SOLO PLUS REFILL                              
7242,52832,net32,2019-06-07,19480,USA,Blacklick,OH,KERR,ACT-261030,1,130.5,93.26,37.24,0.285363985,ACTEON EXPASYL CAPSULE STANDARD 20/PK
7243,52833,net32,2019-06-07,19433,USA,Abilene,TX,COLTENE WHALEDENT,CWH-H05690,3,30.3,13.62,16.68,0.55049505,COLTENE-WHALEDENT HYGENIC #14 Winged Partially Erupter or irregulary shaped molar                     
7244,52834,net32,2019-06-07,19453,USA,Tucson,AZ,KERR,KER-33872,4,161.0,123.32,37.68,0.234037267,KERR MAXCEM ELITE REFILL CLEAR 2/PK                         
7245,52835,net32,2019-06-10,19519,USA,Allentown,PA,3M ESPE,3MD-5904A3.5(E),1,21.4,10.38,11.02,0.514953271,3M ESPE Z100 SYRINGE A3.5                                   
7246,52836,net32,2019-06-10,19535,USA,Chicago,IL,3M ESPE,3MD-7510,2,100.6,60.34,40.26,0.40019880700000005,3M ESPE VITREBOND INTRODUCTORY KIT                          
7247,52837,net32,2019-06-10,19524,USA,Webster,NY,KROMOPAN,KRO-KRM302,10,65.0,38.7,26.3,0.404615385,KROMOPAN ALGINATE 100 1LN BAG                               
7248,52838,net32,2019-06-10,19511,USA,Lawrence Township,NJ,SIRONA ,SIR-6176510,1,53.5,27.39,26.11,0.488037383,SIRONA XIOS SENSOR HOLDERS ANTERIOR BLUE 100/PK
7249,52839,net32,2019-06-10,19493,USA,Irvine,CA,SHOFU,SHO-1753,1,46.99,29.47,17.52,0.372845286,SHOFU BEAUTIFUL II TIPS A2                                  
7250,52840,net32,2019-06-10,19530,USA,Chatham,NJ,KODAK,KOD-1753664(E),1,66.5,32.46,34.04,0.511879699,KODAK ULTRASPEED FILM DF-57 #2 POLY DOUBLE PK               
7251,52841,net32,2019-06-10,19488,USA,San Diego,CA,3M ESPE,3MD-712-036,1,118.5,42.57,75.93,0.640759494,3M Espe Transbond XT Adhesive Syringe 4/Pk
7252,52842,net32,2019-06-10,19517,USA,Adell,WI,SS WHITE,SSW-15093-5,5,117.5,85.45,32.05,0.272765957,SS WHITE BURS 12 BLADE T&F FG7902 (5/PK)                    
7253,52843,net32,2019-06-10,19500,USA,Commerce City,CO,KERR,KER-31513(EU),1,41.99,21.47,20.52,0.488687783,KERR OPTIBOND SOLO PLUS REFILL                              
7254,52844,net32,2019-06-10,19486,USA,Brighton,MA,3M ESPE,3MD-41258(E),1,52.5,30.0,22.5,0.428571429,3M ESPE SCOTCHBOND UNIVERSAL ADHESIVE
7255,52845,net32,2019-06-10,19501,USA,Crest Hill,IL,ESSENTIAL DENTAL SYSTEMS,EDS-140-0,1,345.0,200.73,144.27,0.41817391299999995,ESSENTIAL DENTAL SYSTEMS FLEXI-POST SS YELLOW #0 30/PKÂ Â Â Â Â 
7256,52846,net32,2019-06-10,19487,USA,Honolulu,HI,3M ESPE,3MD-41258(E),4,210.0,120.0,90.0,0.428571429,3M ESPE SCOTCHBOND UNIVERSAL ADHESIVE
7257,52847,net32,2019-06-10,19502,USA,Bellingham,WA,3M ESPE,3MD-6021A2,5,263.5,201.25,62.25,0.236242884,3M ESPE FILTEK Z250 CAPSULE REFILL A2 (20/BX)               
7258,52848,net32,2019-06-10,19518,USA,Cary,NC,VOCO,VOC-1863,1,66.0,48.83,17.17,0.260151515,VOCO GRANDIO FLOW SYRINGE A1 2/PK 2.0GM
7259,52849,net32,2019-06-10,19496,USA,Canonsburg,PA,DENTSPLY,DEN-66002862,1,85.5,45.31,40.19,0.47005848,DENTSPLY DISPERSALLOY 2 SPILL FAST SET                      
7260,52850,net32,2019-06-10,19499,USA,Boise,ID,3M ESPE,3MD-41258(E),2,105.0,60.0,45.0,0.428571429,3M ESPE SCOTCHBOND UNIVERSAL ADHESIVE
7261,52851,net32,2019-06-10,19492,USA,Milwaukee,WI,SS WHITE,SSW-15121-5,3,91.5,51.24,40.26,0.44,SS WHITE BURS 12 BLADE T&F FG7901 (5/PK)                    
7262,52852,net32,2019-06-10,19528,USA,Dallas,TX,VOCO,VOC-2650,1,65.9,54.64,11.26,0.170864947,VOCO GRANDIOSO CAPSULES 0.25GM A1 16/PK
7263,52853,net32,2019-06-10,19526,USA,Bryan,TX,SIRONA ,SIR-6176510,1,53.5,27.39,26.11,0.488037383,SIRONA XIOS SENSOR HOLDERS ANTERIOR BLUE 100/PK
7264,52854,net32,2019-06-10,19532,USA,Rogers,AR,KERR,ACT-261030,3,391.5,279.78,111.72,0.285363985,ACTEON EXPASYL CAPSULE STANDARD 20/PK
7265,52855,net32,2019-06-10,19518,USA,Cary,NC,SS WHITE,SSW-14057-5,4,57.6,31.32,26.28,0.45625,SS WHITE BURS SURGICAL SL FG557 (5/PK)                      
7266,52856,net32,2019-06-10,19497,USA,Pearland,TX,3M ESPE,3MD-41258(E),4,210.0,120.0,90.0,0.428571429,3M ESPE SCOTCHBOND UNIVERSAL ADHESIVE
7267,52857,net32,2019-06-10,19503,USA,Ridgewood,NJ,KULZER,KUL-66039008,1,69.4,52.75,16.65,0.239913545,KULZER VENUS DIAMOND PLT REFILL A1 20/BX
7268,52858,net32,2019-06-10,19492,USA,Schofield,WI,SHOFU,SHO-0500,1,69.99,27.86,42.13,0.601943135,SHOFU SUPER SNAP RAINBOW TECHIQUE KIT                       
7269,52859,net32,2019-06-10,19515,USA,Bridgeport,CT,DENTSPLY,DEN-678775,2,168.0,97.04,70.96,0.42238095200000003,DENTSPLY AQUASIL ULTRA REFILLS HEAVY REGULAR SET            
7270,52860,net32,2019-06-10,19516,USA,Douglasville,GA,PREMIER(MISC),PRE-1006223,5,192.25,149.25,43.0,0.22366710000000004,Premier Triple Tray Quadrant 40/BoxÂ Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
7271,52861,net32,2019-06-10,19531,USA,Ventura,CA,DENTSPLY,DEN-80395,1,129.99,69.85,60.14,0.46265097299999997,DENTSPLY CAVITRON 30K FSI SLI-10S                           
7272,52862,net32,2019-06-10,19509,USA,Pittsburgh,PA,KERR,KER-29836(EU),2,70.0,47.96,22.04,0.314857143,KERR HERCULITE XRV UNIDOSE ENAMEL A2 20/BX                  
7273,52863,net32,2019-06-10,19495,USA,Walnut Cove,NC,KODAK,KOD-8675332,2,74.5,53.7,20.8,0.279194631,KODAK INSIGHT FILM IP-01#0 POLYSOFT                         
7274,52864,net32,2019-06-10,19529,USA,Frederick,MD,COLTENE WHALEDENT,CWH-P-42-4.5,1,40.0,23.23,16.77,0.41925,COLTENE WHALEDENT PARAPOST DRILL #4.5 (3/PK)
7275,52865,net32,2019-06-10,19527,USA,Forest Hills,NY,FAIRFAX ,FFX-SO,2,51.0,30.58,20.42,0.400392157,FAIRFAX STABILOK STANDARD KIT TI ORANGE MEDIUM              
7276,52866,net32,2019-06-10,19533,USA,New York,NY,KROMOPAN,KRO-KRM302,10,65.0,38.7,26.3,0.404615385,KROMOPAN ALGINATE 100 1LN BAG                               
7277,52867,net32,2019-06-10,19523,USA,Miami,FL,DENTSPLY,DEN-678775,2,168.0,97.04,70.96,0.42238095200000003,DENTSPLY AQUASIL ULTRA REFILLS HEAVY REGULAR SET            
7278,52868,net32,2019-06-10,19520,USA,Belfast,ME,3M ESPE,3MD-6021A2,4,210.8,161.0,49.8,0.236242884,3M ESPE FILTEK Z250 CAPSULE REFILL A2 (20/BX)               
7279,52869,net32,2019-06-10,19523,USA,Miami,FL,3M ESPE,3MD-7510,1,50.3,30.17,20.13,0.40019880700000005,3M ESPE VITREBOND INTRODUCTORY KIT                          
7280,52870,net32,2019-06-10,19489,USA,Seattle,WA,3M ESPE,3MD-56877,2,180.0,82.58,97.42,0.541222222,3M ESPE RELY X U200 TRANSLUCENT CLICKER                     
7281,52871,net32,2019-06-10,19521,USA,Henrico,VA,KERR,ACT-261030,1,130.5,93.26,37.24,0.285363985,ACTEON EXPASYL CAPSULE STANDARD 20/PK
7282,52872,net32,2019-06-10,19521,USA,Henrico,VA,KERR,ACT-261005,1,72.2,56.1,16.1,0.22299169,"EXPASYL APPLICATOR TIPS, PACKAGE OF 100 TIPS. STRAIGHT"
7283,52873,net32,2019-06-10,19490,USA,Los Angeles,CA,KERR,ACT-F00254,1,71.25,32.71,38.54,0.540912281,ACTEON SATELEC INSERT SUBGINGIVAL NO. 10Z 1/PK              
7284,52874,net32,2019-06-10,19536,USA,Kansas City,MO,KERR,KER-15238,6,30.0,13.26,16.74,0.5579999999999999,KERR SYBRON K-FLEX FILES 30MM #45                           
7285,52875,net32,2019-06-10,19513,USA,Newington,CT,KERR,KER-31513(EU),2,83.98,42.94,41.04,0.488687783,KERR OPTIBOND SOLO PLUS REFILL                              
7286,52876,net32,2019-06-10,19494,USA,Los Angeles,CA,3M ESPE,3MD-712-036,1,118.5,42.57,75.93,0.640759494,3M Espe Transbond XT Adhesive Syringe 4/Pk
7287,52877,net32,2019-06-10,19507,USA,Archbold,OH,SIRONA ,SIR-6176528,2,97.0,52.24,44.76,0.461443299,SIRONA XIOS SENSOR HOLDERS POSTERIOR YELLOW 100/PK
