,vendor,date,order id,country,order city,order state,product brand,item,quantity,revenue,total cost,profit,return on sales,item description
50784,net32,04/24/2019,17639,USA,Winchester,VA,ULTRADENT,ULT-136(E),2,27.98,13.56,14.42,0.51536812,ULTRADENT ULTRAPAK CORD #00                                 
50785,net32,04/24/2019,17614,USA,Chicago,IL,KERR,KER-35129,3,85.8,62.49,23.31,0.271678322,KERR OPTIBOND ALL IN ONE SELF ETCH 6ML                      
50786,net32,04/24/2019,17616,USA,Toms River,NJ,HU FRIEDY,HUF-SH6/79E2,10,350,170.5,179.5,0.512857143,HU FRIEDY EVEREDGE SCALER DE H6/H7 #9 HANDLEÂ Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
50787,net32,04/24/2019,17610,USA,Los Altos,CA,KERR,KER-29836(C),2,55.9,33.92,21.98,0.393202147,Kerr Herculite Unidose A2Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
50788,net32,04/24/2019,17620,USA,Freeport,NY,3M ESPE,3MD-712-035,1,89.99,40.54,49.45,0.549505501,3M ESPE TRANSBOND XT SYRINGE  KIT                           
50789,net32,04/24/2019,17646,USA,Saint Ann,MO,3M ESPE,3MD-5905A3.5,3,141,83.94,57.06,0.404680851,3M ESPE Z100 RESTORATIVE CAPSULE A3.5                       
50790,net32,04/24/2019,17629,USA,Lithia,FL,GC,GCD-000124,1,162.5,116.43,46.07,0.283507692,GC MIRACLE MIX CAPSULES 50/PK
50791,net32,04/24/2019,17628,USA,New York,NY,SULTAN,SUL-21115,1,102.5,51.82,50.68,0.494439024,SULTAN DENTAL PUREVAC 5 LITRE BOTTLE                        
50792,net32,04/24/2019,17633,USA,Zanesville,OH,ULTRADENT,ULT-136(E),4,47.96,27.12,20.84,0.434528774,ULTRADENT ULTRAPAK CORD #00                                 
50793,net32,04/24/2019,17613,USA,Glen Burnie,MD,KERR,KER-29836(C),1,27.95,16.96,10.99,0.393202147,Kerr Herculite Unidose A2Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
50794,net32,04/24/2019,17629,USA,Lithia,FL,PARKELL ,PAR-S457S,4,155.6,120.04,35.56,0.228534704,PARKELL BLU-MOUSSE SPLIT CARTRIDGE SUPER FAST               
50795,net32,04/24/2019,17634,USA,New Ulm,MN,3M ESPE,3MD-5905A1,5,209.95,139.65,70.3,0.334841629,3M ESPE Z100 RESTORATIVE CAPSULE A1                         
50796,net32,04/24/2019,17632,USA,Bellmore,NY,ESSENTIAL DENTAL SYSTEMS,EDS-130-01,1,142.5,75,67.5,0.473684211,ESSENTIAL DENTAL SYSTEMS FLEXI-POST SS RED #1 10/PKÂ Â Â Â Â Â Â Â 
50797,net32,04/24/2019,17598,USA,Larchmont,NY,SHOFU,SHO-0241,4,66.4,35.96,30.44,0.458433735,SHOFU DURA-WHITE STONES FG CN1                              
50798,net32,04/24/2019,17624,USA,Milford,OH,KERR,KER-29835(EU),2,70.5,47.96,22.54,0.319716312,KERR HERCULITE XRV UNIDOSE ENAMEL A1 20/BX
50799,net32,04/24/2019,17613,USA,Glen Burnie,MD,DENTSPLY,DEN-610007,1,41.98,22.48,19.5,0.464506908,DENTSPLY IRM IVORY COMPLETE-KIT                             
50800,net32,04/24/2019,17621,USA,Houston,TX,3M ESPE,3MD-6021A2,3,160.8,120.75,40.05,0.249067164,3M ESPE FILTEK Z250 CAPSULE REFILL A2 (20/BX)               
50801,net32,04/24/2019,17624,USA,Cleveland,OH,KERR,KER-29836(EU),4,140,95.92,44.08,0.314857143,KERR HERCULITE XRV UNIDOSE ENAMEL A2 20/BX                  
50802,net32,04/24/2019,17615,USA,Katy,TX,VIVADENT,VIV-638228,2,124.44,93.14,31.3,0.25152684,Vivadent Tetric Evoceram Bulk Fill Caps IVB
50803,net32,04/24/2019,17588,USA,Mckinney,TX,3M ESPE,3MD-6020A2(E),3,70.5,42.51,27.99,0.397021277,3M ESPE FILTEK Z250 SYRINGE A2                              
50804,net32,04/24/2019,17623,USA,Cleveland,OH,SS WHITE,SSW-14008-5,2,31.98,15.66,16.32,0.510318949,SS WHITE BURS SURGICAL SL FG8 (5/PK)                        
50805,net32,04/24/2019,17625,USA,Fairfield,CT,COLTENE WHALEDENT,CWH-PF-171-4,2,79.98,54.76,25.22,0.315328832,COLTENE WHALEDENT PARAPOST FIBER LUX YELLOW #4 (5/PK)       
50806,net32,04/24/2019,17649,USA,Glen Cove,NY,DENTSPLY,DEN-605602,2,33.98,16.44,17.54,0.516185992,DENTSPLY JELTRATE-PLUS FAST-SET
50807,net32,04/24/2019,17615,USA,Katy,TX,VIVADENT,VIV-638227,2,119.98,90.96,29.02,0.241873646,Vivadent Tetric Evoceram Bulk Fill Caps IVA
50808,net32,04/24/2019,17587,USA,Buffalo,NY,TOKUYMA,TOK-13311(E),2,147.98,83.9,64.08,0.433031491,TOKUYAMA ESTELITE SIGMA QUICK PLT A2 20/PK
50809,net32,04/24/2019,17609,USA,Cincinnati,OH,FAIRFAX ,FFX-SD,2,319.98,187.82,132.16,0.413025814,FAIRFAX STABIDENT ECONOMY KIT                               
50810,net32,04/24/2019,17643,USA,Pompano Beach,FL,LOOK,LOK-785B,4,71.6,38.12,33.48,0.467597765,"LOOK SUTURE SILK BLACK HS24/C31 3-0 BBS 18"" 12/BX           "
50811,net32,04/24/2019,17591,USA,Cleveland,OH,DANVILLE,DAN-21000-03,1,143.35,107.69,35.66,0.248761772,DANVILLE MICROETCHER ERC MICRO SANDBLASTER W/ TIP           
50812,net32,04/24/2019,17626,USA,Katy,TX,COLTENE WHALEDENT,CWH-PF-171-5,1,45,27.38,17.62,0.391555556,COLTENE WHALEDENT PARAPOST FIBER LUX RED #5 (5/PK)          
50813,net32,04/24/2019,17642,USA,Phoenix,AZ,VIVADENT,VIV-590331,4,253.6,212.48,41.12,0.16214511,VIVADENT TETRIC EVOCERAM CAVIFIL CAPS A1 20/BX              
50814,net32,04/24/2019,17599,USA,Vista,CA,SHOFU,SHO-0413,3,53.97,28.08,25.89,0.479710951,SHOFU BROWNIE MINI-POINT FG                                 
50815,net32,04/24/2019,17619,USA,Miami Beach,FL,3M ESPE,3MD-5905A3.5,3,141,83.94,57.06,0.404680851,3M ESPE Z100 RESTORATIVE CAPSULE A3.5                       
50816,net32,04/24/2019,17645,USA,Aurora,CO,DENTSPLY,DEN-610007,1,41.98,22.48,19.5,0.464506908,DENTSPLY IRM IVORY COMPLETE-KIT                             
50817,net32,04/24/2019,17611,USA,Norman,OK,KERR,KER-33872,4,183.96,123.32,60.64,0.329636878,KERR MAXCEM ELITE REFILL CLEAR 2/PK                         
50818,net32,04/24/2019,17613,USA,Glen Burnie,MD,KERR,KER-33872,4,187.96,123.32,64.64,0.343902958,KERR MAXCEM ELITE REFILL CLEAR 2/PK                         
50819,net32,04/24/2019,17613,USA,Glen Burnie,MD,PREMIER(MISC),PRE-9007131,2,49.9,32.54,17.36,0.347895792,PREMIER RC PREP 18G./JAR                                   
50820,net32,04/24/2019,17613,USA,Glen Burnie,MD,3M ESPE,3MD-6020A2(E),2,48.5,28.34,20.16,0.415670103,3M ESPE FILTEK Z250 SYRINGE A2                              
50821,net32,04/24/2019,17607,USA,Puyallup,WA,KERR,KER-29837(C),5,115.5,85.4,30.1,0.260606061,Kerr Herculite Unidose A3Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
50822,net32,04/24/2019,17607,USA,Puyallup,WA,KERR,KER-29836(C),5,139.75,84.8,54.95,0.393202147,Kerr Herculite Unidose A2Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
50823,net32,04/25/2019,17701,USA,Garden Grove,CA,3M ESPE,3MD-56877,2,144,82.58,61.42,0.426527778,3M ESPE RELY X U200 TRANSLUCENT CLICKER                     
50824,net32,04/25/2019,17669,USA,Bakersfield,CA,3M ESPE,3MD-6020A3(E),10,265,141.7,123.3,0.465283019,3M Espe Filtek Z250 Syringe A3                              
50825,net32,04/25/2019,17676,USA,Culver City,CA,VIVADENT,VIV-590331,1,78.5,53.12,25.38,0.323312102,VIVADENT TETRIC EVOCERAM CAVIFIL CAPS A1 20/BX              
50826,net32,04/25/2019,17712,USA,Elkridge,MD,ESSENTIAL DENTAL SYSTEMS,EDS-140-01,1,359.99,200.73,159.26,0.442401178,ESSENTIAL DENTAL SYSTEMS FLEXI-POST SS RED #1 30/PKÂ Â Â Â Â Â Â Â 
50827,net32,04/25/2019,17701,USA,Garden Grove,CA,KULZER,KUL-66002103(E),1,68,38.94,29.06,0.427352941,KULZER FLEXITIME EASY PUTTY 4X600ML                         
50828,net32,04/25/2019,17698,USA,Miami,FL,COVIDIEN,COV-8881513843(E),1,22,12.53,9.47,0.430454545,COVIDIEN MONOJECT SYRINGE ENDO IRRIGATION 23 GAUGE          
50829,net32,04/25/2019,17658,USA,Morganville,NJ,3M ESPE,3MD-56816,1,225,198.99,26.01,0.1156,3M ESPE RELY X UNICEM APLICAP REFILL TRANSLUCENT (50/BX)    
50830,net32,04/25/2019,17668,USA,Danvers,MA,3M ESPE,3MD-56878,1,78.99,39.19,39.8,0.503861248,3M ESPE RELY X U200 A2 UNIVERSAL CLICKER
50831,net32,04/25/2019,17711,USA,Sellersville,PA,DENTSPLY,DEN-66002861,1,59.99,41.1,18.89,0.314885814,DENTSPLY DISPERSALLOY 1 SPILL FAST SET                      
50832,net32,04/25/2019,17697,USA,Norristown,PA,PARKELL ,PAR-S457S,4,155.6,120.04,35.56,0.228534704,PARKELL BLU-MOUSSE SPLIT CARTRIDGE SUPER FAST               
50833,net32,04/25/2019,17677,USA,Phoenix,AZ,DENTSPLY,DEN-610007,2,76,44.96,31.04,0.408421053,DENTSPLY IRM IVORY COMPLETE-KIT                             
50834,net32,04/25/2019,17706,USA,Ashburn,VA,DENTSPLY,DEN-610007,1,41.98,22.48,19.5,0.464506908,DENTSPLY IRM IVORY COMPLETE-KIT                             
50835,net32,04/25/2019,17655,USA,Houston,TX,3M ESPE,3MD-907033,2,53,35.34,17.66,0.333207547,3M ESPE UNITEK SS CROWN FORM UR3 LATERAL (5/BX)
50836,net32,04/25/2019,17710,USA,Austin,TX,SDI,SDI-8100045,1,39.99,22.31,17.68,0.442110528,SDI SUPER ETCH SYRINGE KIT WITH TIPS 10 X2ML                
50837,net32,04/25/2019,17661,USA,Walnut Creek,CA,FAIRFAX ,FFX-SD,1,159.99,93.91,66.08,0.413025814,FAIRFAX STABIDENT ECONOMY KIT                               
50838,net32,04/25/2019,17690,USA,Berkeley,CA,3M ESPE,3MD-7301,1,75.9,22.77,53.13,0.7,3M ESPE EXPRESS LIGHT-BODY FAST SET(REFILL 2-PACK)          
50839,net32,04/25/2019,17654,USA,Miami,FL,SHOFU,SHO-L522,3,49.5,22.56,26.94,0.544242424,SHOFU SUPER SNAP DISKS FINISHING  VIOLET MINI               
50840,net32,04/25/2019,17689,USA,Downingtown,PA,DENTSPLY,DEN-610007,1,41.98,22.48,19.5,0.464506908,DENTSPLY IRM IVORY COMPLETE-KIT                             
50841,net32,04/25/2019,17685,USA,Renton,WA,SS WHITE,SSW-15121-5,2,55,34.16,20.84,0.378909091,SS WHITE BURS 12 BLADE T&F FG7901 (5/PK)                    
50842,net32,04/25/2019,17653,USA,Pomona,NY,3M ESPE,3MD-5905A2,4,166,111.92,54.08,0.325783133,3M ESPE Z100 RESTORATIVE CAPSULE A2                         
50843,net32,04/25/2019,17656,USA,West Point,GA,PREMIER(MISC),PRE-9061109,1,35,19.64,15.36,0.438857143,Premier Sycamore Wedges Mini Light Blue 400/BxÂ Â Â Â Â Â Â Â Â Â Â Â Â 
50844,net32,04/25/2019,17661,USA,Walnut Creek,CA,3M ESPE,3MD-6020UD(E),1,30,14.08,15.92,0.530666667,3M ESPE FILTEK Z250 SYRINGE UD                              
50845,net32,04/25/2019,17716,USA,Brookline,MA,LOOK,LOK-785B,2,35.8,19.06,16.74,0.467597765,"LOOK SUTURE SILK BLACK HS24/C31 3-0 BBS 18"" 12/BX           "
50846,net32,04/25/2019,17687,USA,Allen,TX,3M ESPE,3MD-6021A2,4,214.4,161,53.4,0.249067164,3M ESPE FILTEK Z250 CAPSULE REFILL A2 (20/BX)               
50847,net32,04/25/2019,17653,USA,Pomona,NY,3M ESPE,3MD-5905A3,4,166,111.92,54.08,0.325783133,3M ESPE Z100 RESTORATIVE CAPSULE A3                         
50848,net32,04/25/2019,17692,USA,Sea Girt,NJ,DENTSPLY,DEN-610007,1,41.98,22.48,19.5,0.464506908,DENTSPLY IRM IVORY COMPLETE-KIT                             
50849,net32,04/25/2019,17671,USA,Los Angeles,CA,GC,GCD-000124,2,317.98,232.86,85.12,0.267689792,GC MIRACLE MIX CAPSULES 50/PK
50850,net32,04/25/2019,17684,USA,Burlington,NC,KURARAY,KUR-1970-KA(E),2,190,136.92,53.08,0.279368421,KURARAY CLEARFIL SE BOND KIT                                
50851,net32,04/25/2019,17707,USA,Minneapolis,MN,PARKELL ,PAR-S284,2,257.4,196.26,61.14,0.237529138,PARKELL BRUSH & BOND KIT                                    
50852,net32,04/25/2019,17673,USA,Wilmette,IL,KERR,KER-35129,3,85.8,62.49,23.31,0.271678322,KERR OPTIBOND ALL IN ONE SELF ETCH 6ML                      
50853,net32,04/25/2019,17703,USA,Grand Terrace,CA,DENTSPLY,DEN-610007,1,41.98,22.48,19.5,0.464506908,DENTSPLY IRM IVORY COMPLETE-KIT                             
50854,net32,04/25/2019,17679,USA,Paramount,CA,3M ESPE,3MD-56877,2,144,82.58,61.42,0.426527778,3M ESPE RELY X U200 TRANSLUCENT CLICKER                     
50855,net32,04/25/2019,17672,USA,Golden,CO,KERR,KER-29837(C),1,26.3,17.08,9.22,0.350570342,Kerr Herculite Unidose A3Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
50856,net32,04/25/2019,17667,USA,Streator,IL,ESSENTIAL DENTAL SYSTEMS,EDS-130-01,1,142.5,75,67.5,0.473684211,ESSENTIAL DENTAL SYSTEMS FLEXI-POST SS RED #1 10/PKÂ Â Â Â Â Â Â Â 
50857,net32,04/25/2019,17662,USA,Kenedy,TX,PARKELL ,PAR-S340,1,52.5,43.67,8.83,0.168190476,PARKELL SMARTEMP CARTRIDGE LIGHT A2                         
50858,net32,04/25/2019,17682,USA,Nashville,TN,HU FRIEDY,HUF-S204S9E2,1,31,17.05,13.95,0.45,HU FRIEDY SCALER EVEREDGE DE 204S #9 HANDLEÂ Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
50859,net32,04/25/2019,17683,USA,Houston,TX,GC,GCD-003135,3,275.97,214.56,61.41,0.222524187,GC FUJI PLUS LUTING CEMENT                                  
50860,net32,04/25/2019,17665,USA,Baxter,MN,PARKELL ,PAR-S340,1,52.5,43.67,8.83,0.168190476,PARKELL SMARTEMP CARTRIDGE LIGHT A2                         
50861,net32,04/25/2019,17670,USA,Hattiesburg,MS,3M ESPE,3MD-7510,2,117.98,60.34,57.64,0.488557383,3M ESPE VITREBOND INTRODUCTORY KIT                          
50862,net32,04/25/2019,17660,USA,Salem,UT,VOCO,VOC-1864,3,188.55,146.49,42.06,0.223070804,VOCO GRANDIO FLOW SYRINGE A2 2/PK 2.0GM
50863,net32,04/25/2019,17708,USA,North Wales,PA,KERR,KER-33872,4,183.96,123.32,60.64,0.329636878,KERR MAXCEM ELITE REFILL CLEAR 2/PK                         
50864,net32,04/25/2019,17694,USA,Jacksonville,NC,KERR,KER-33872,2,96,61.66,34.34,0.357708333,KERR MAXCEM ELITE REFILL CLEAR 2/PK                         
50865,net32,04/25/2019,17674,USA,Washington,DC,KERR,KER-35129,1,31.99,20.83,11.16,0.348859018,KERR OPTIBOND ALL IN ONE SELF ETCH 6ML                      
50866,net32,04/25/2019,17694,USA,Jacksonville,NC,VOCO,VOC-1864,4,251.4,195.32,56.08,0.223070804,VOCO GRANDIO FLOW SYRINGE A2 2/PK 2.0GM
50867,net32,04/25/2019,17693,USA,San Diego,CA,ULTRADENT,ULT-132(E),4,50.16,24.24,25.92,0.516746411,ULTRADENT ULTRAPAK CORD #1                                  
50868,net32,04/25/2019,17657,USA,Jacksonville,FL,SIRONA ,SIR-6176528,2,87.98,52.24,35.74,0.406228688,SIRONA XIOS SENSOR HOLDERS POSTERIOR YELLOW 100/PK
50869,net32,04/25/2019,17659,USA,Lexington,KY,3M ESPE,3MD-56877,2,144,82.58,61.42,0.426527778,3M ESPE RELY X U200 TRANSLUCENT CLICKER                     
50870,net32,04/25/2019,17715,USA,Austell,GA,DENTSPLY,DEN-610007,2,76,44.96,31.04,0.408421053,DENTSPLY IRM IVORY COMPLETE-KIT                             
50871,net32,04/25/2019,17666,USA,Southington,CT,3M ESPE,3MD-6021A2,6,311.94,241.5,70.44,0.225812656,3M ESPE FILTEK Z250 CAPSULE REFILL A2 (20/BX)               
50872,net32,04/25/2019,17664,USA,Tacoma,WA,DENTSPLY,DEN-610007,1,41.98,22.48,19.5,0.464506908,DENTSPLY IRM IVORY COMPLETE-KIT                             
50873,net32,04/25/2019,17717,USA,Lompoc,CA,DENTSPLY,DEN-610007,1,41.98,22.48,19.5,0.464506908,DENTSPLY IRM IVORY COMPLETE-KIT                             
50874,net32,04/25/2019,17695,USA,Covington,GA,PREMIER(MISC),PRE-9007131,2,49.9,32.54,17.36,0.347895792,PREMIER RC PREP 18G./JAR                                   
50875,net32,04/25/2019,17675,USA,Wappingers Falls,NY,3M ESPE,3MD-31642(E),3,560.25,464.37,95.88,0.171137885,3M ESPE IMPREGUM PENTA STANDARD DOUBLE PACK                 
50876,net32,04/25/2019,17704,USA,Clovis,CA,DENTSPLY,DEN-605602,3,50.97,24.66,26.31,0.516185992,DENTSPLY JELTRATE-PLUS FAST-SET
50877,net32,04/25/2019,17678,USA,San Diego,CA,ULTRADENT,ULT-132(E),4,50.16,24.24,25.92,0.516746411,ULTRADENT ULTRAPAK CORD #1                                  
50878,net32,04/25/2019,17663,USA,Battle Ground,WA,ULTRADENT,ULT-136(E),2,27.98,13.56,14.42,0.51536812,ULTRADENT ULTRAPAK CORD #00                                 
50879,net32,04/25/2019,17688,USA,Yuba City,CA,SIRONA ,SIR-6176528,2,87.98,52.24,35.74,0.406228688,SIRONA XIOS SENSOR HOLDERS POSTERIOR YELLOW 100/PK
50880,net32,04/25/2019,17700,USA,Warren,PA,3M ESPE,3MD-6020A3(E),4,106,56.68,49.32,0.465283019,3M Espe Filtek Z250 Syringe A3                              
50881,net32,04/25/2019,17686,USA,Las Vegas,NV,KERR,KER-33872,10,459.9,308.3,151.6,0.329636878,KERR MAXCEM ELITE REFILL CLEAR 2/PK                         
50882,net32,04/25/2019,17669,USA,Bakersfield,CA,3M ESPE,3MD-6020A2(E),20,470,283.4,186.6,0.397021277,3M ESPE FILTEK Z250 SYRINGE A2                              
50883,net32,04/25/2019,17696,USA,Bakersfield,CA,DENTSPLY,DEN-610007,1,41.98,22.48,19.5,0.464506908,DENTSPLY IRM IVORY COMPLETE-KIT                             
50884,net32,04/25/2019,17705,USA,Haymarket,VA,DENTSPLY,DEN-659010,2,100,65.04,34.96,0.3496,DENTSPLY PALODENT MATRIX REFILL STANDARD 100/PK             
50885,net32,04/25/2019,17702,USA,Charleston,SC,SHOFU,SHO-0244,3,44.85,27.09,17.76,0.395986622,SHOFU DURA-WHITE STONES FG FL2                              
50886,net32,04/25/2019,17714,USA,Woburn,MA,PARKELL ,PAR-S457S,4,155.6,120.04,35.56,0.228534704,PARKELL BLU-MOUSSE SPLIT CARTRIDGE SUPER FAST               
50887,net32,04/25/2019,17699,USA,Londonderry,NH,3M ESPE,3MD-56861,2,184.4,168.08,16.32,0.088503254,3M ESPE RELY X FIBER POST REFILL SIZE 1
50888,net32,04/25/2019,17681,USA,Auburn,WA,DENTSPLY,DEN-610007,1,41.98,22.48,19.5,0.464506908,DENTSPLY IRM IVORY COMPLETE-KIT                             
50889,net32,04/25/2019,17681,USA,Auburn,WA,3M ESPE,3MD-56878,1,78.99,39.19,39.8,0.503861248,3M ESPE RELY X U200 A2 UNIVERSAL CLICKER
50890,net32,04/25/2019,17713,USA,Fresno,CA,KURARAY,KUR-1970-KA(E),2,197.98,136.92,61.06,0.308414991,KURARAY CLEARFIL SE BOND KIT                                
50891,net32,04/25/2019,17677,USA,Phoenix,AZ,PREMIER(MISC),PRE-9007131,2,49.9,32.54,17.36,0.347895792,PREMIER RC PREP 18G./JAR                                   
50892,net32,04/25/2019,17680,USA,Summerville,SC,3M ESPE,3MD-6021A2,2,109.8,80.5,29.3,0.266848816,3M ESPE FILTEK Z250 CAPSULE REFILL A2 (20/BX)               
50893,net32,04/25/2019,17691,USA,Blue Bell,PA,ESSENTIAL DENTAL SYSTEMS,EDS-135-01,1,145.5,74.99,70.51,0.484604811,ESSENTIAL DENTAL SYSTEMS FLEXI-POST TI RED #1 10/PKÂ Â Â Â Â Â Â Â 
50894,net32,04/26/2019,17737,USA,Uniontown,PA,SIRONA ,SIR-6176528,2,87.98,52.24,35.74,0.406228688,SIRONA XIOS SENSOR HOLDERS POSTERIOR YELLOW 100/PK
50895,net32,04/26/2019,17719,USA,Hacienda Heights,CA,DENTSPLY,DEN-610007,1,41.98,22.48,19.5,0.464506908,DENTSPLY IRM IVORY COMPLETE-KIT                             
50896,net32,04/26/2019,17734,USA,Bennett,CO,3M ESPE,3MD-6021A2,6,329.4,241.5,87.9,0.266848816,3M ESPE FILTEK Z250 CAPSULE REFILL A2 (20/BX)               
50897,net32,04/26/2019,17733,USA,Burgess,VA,KERR,ACT-F00369,2,157.98,89.32,68.66,0.434611976,ACTEON SATELEC INSERT UNIVERSAL NO. H3 1/PK                 
50898,net32,04/26/2019,17734,USA,Bennett,CO,3M ESPE,3MD-6021B1,5,317.5,177.35,140.15,0.441417323,3M ESPE FILTEK Z250 CAPSULE REFILL B1 (20/BX)               
50899,net32,04/26/2019,17754,USA,Trenton,MI,TOKUYMA,TOK-13312(E),2,139.98,83.9,56.08,0.400628661,TOKUYAMA ESTELITE SIGMA QUICK PLT A3 20/PK
50900,net32,04/26/2019,17723,USA,Freedom,CA,DENTSPLY,DEN-610007,1,41.98,22.48,19.5,0.464506908,DENTSPLY IRM IVORY COMPLETE-KIT                             
50901,net32,04/26/2019,17759,USA,Fort Wayne,IN,DENTSPLY,DEN-610007,1,41.98,22.48,19.5,0.464506908,DENTSPLY IRM IVORY COMPLETE-KIT                             
50902,net32,04/26/2019,17748,USA,Costa Mesa,CA,KERR,KER-33872,3,140.97,92.49,48.48,0.343902958,KERR MAXCEM ELITE REFILL CLEAR 2/PK                         
50903,net32,04/26/2019,17740,USA,Colorado Springs,CO,KROMOPAN,KRO-KRM302,20,130,77.4,52.6,0.404615385,KROMOPAN ALGINATE 100 1LN BAG                               
50904,net32,04/26/2019,17739,USA,Wexford,PA,ESSENTIAL DENTAL SYSTEMS,EDS-130-01,1,142.5,75,67.5,0.473684211,ESSENTIAL DENTAL SYSTEMS FLEXI-POST SS RED #1 10/PKÂ Â Â Â Â Â Â Â 
50905,net32,04/26/2019,17758,USA,Mc Lean,VA,3M ESPE,3MD-56878,1,78.99,39.19,39.8,0.503861248,3M ESPE RELY X U200 A2 UNIVERSAL CLICKER
50906,net32,04/26/2019,17751,USA,Barre,VT,DENTSPLY,DEN-66002861,1,59.99,41.1,18.89,0.314885814,DENTSPLY DISPERSALLOY 1 SPILL FAST SET                      
50907,net32,04/26/2019,17737,USA,Uniontown,PA,SIRONA ,SIR-6176510,2,90,54.78,35.22,0.391333333,SIRONA XIOS SENSOR HOLDERS ANTERIOR BLUE 100/PK
50908,net32,04/26/2019,17730,USA,Youngstown,OH,3M ESPE,3MD-38216,1,25.45,12.31,13.14,0.516306483,3M ESPE DURELON TRIPLE LIQUID 40ML                          
50909,net32,04/26/2019,17742,USA,San Francisco,CA,CRANBERRY,CRA-CR3226,12,68.4,40.8,27.6,0.403508772,CRANBERRY GLOVES CONTOUR PLUS NITRILE PF SMALL              
50910,net32,04/26/2019,17743,USA,Las Vegas,NV,3M ESPE,3MD-712-036,4,559.96,170.28,389.68,0.69590685,3M Espe Transbond XT Adhesive Syringe 4/Pk
50911,net32,04/26/2019,17727,USA,Reno,NV,PARKELL ,PAR-S457S,4,155.6,120.04,35.56,0.228534704,PARKELL BLU-MOUSSE SPLIT CARTRIDGE SUPER FAST               
50912,net32,04/26/2019,17725,USA,Folsom,CA,3M ESPE,3MD-712-036,2,279.98,85.14,194.84,0.69590685,3M Espe Transbond XT Adhesive Syringe 4/Pk
50913,net32,04/26/2019,17738,USA,New York,NY,3M ESPE,3MD-38216,1,25.45,12.31,13.14,0.516306483,3M ESPE DURELON TRIPLE LIQUID 40ML                          
50914,net32,04/26/2019,17726,USA,Virginia Beach,VA,3M ESPE,3MD-5905A2,6,249,167.88,81.12,0.325783133,3M ESPE Z100 RESTORATIVE CAPSULE A2                         
50915,net32,04/26/2019,17740,USA,Colorado Springs,CO,SS WHITE,SSW-15095-5,3,76.5,51.24,25.26,0.330196078,SS WHITE BURS 12 BLADE T&F FG7406 (5/PK)                    
50916,net32,04/26/2019,17735,USA,Chula Vista,CA,DENTSPLY,DEN-610007,2,76,44.96,31.04,0.408421053,DENTSPLY IRM IVORY COMPLETE-KIT                             
50917,net32,04/26/2019,17756,USA,Mason,OH,KROMOPAN,KRO-KRM302,10,65,38.7,26.3,0.404615385,KROMOPAN ALGINATE 100 1LN BAG                               
50918,net32,04/26/2019,17731,USA,Santa Monica,CA,SIRONA ,SIR-6176510,1,45.9,27.39,18.51,0.403267974,SIRONA XIOS SENSOR HOLDERS ANTERIOR BLUE 100/PK
50919,net32,04/26/2019,17733,USA,Chantilly,VA,KERR,ACT-F00254,1,95,32.71,62.29,0.655684211,ACTEON SATELEC INSERT SUBGINGIVAL NO. 10Z 1/PK              
50920,net32,04/26/2019,17755,USA,Port Charlotte,FL,DANVILLE,DAN-85052,6,168.9,116.94,51.96,0.307637655,DANVILLE STARTFLOW SYRINGE 5 GM A2                          
50921,net32,04/26/2019,17732,USA,Columbia Falls,MT,ESSENTIAL DENTAL SYSTEMS,EDS-130-01,1,142.5,75,67.5,0.473684211,ESSENTIAL DENTAL SYSTEMS FLEXI-POST SS RED #1 10/PKÂ Â Â Â Â Â Â Â 
50922,net32,04/26/2019,17749,USA,Olney,IL,BEAVER,BEA-FG330,5,372.25,294.8,77.45,0.2080591,BEAVER BURS FG330 100/PK                                    
50923,net32,04/26/2019,17728,USA,Lancaster,CA,3M ESPE,3MD-5905A1,3,121.5,83.79,37.71,0.31037037,3M ESPE Z100 RESTORATIVE CAPSULE A1                         
50924,net32,04/26/2019,17728,USA,Lancaster,CA,3M ESPE,3MD-5905A2,5,207.5,139.9,67.6,0.325783133,3M ESPE Z100 RESTORATIVE CAPSULE A2                         
50925,net32,04/26/2019,17761,USA,Naples,FL,3M ESPE,3MD-712-035,1,85,40.54,44.46,0.523058824,3M ESPE TRANSBOND XT SYRINGE  KIT                           
50926,net32,04/26/2019,17757,USA,Chicago,IL,ULTRADENT,ULT-132(E),2,25.08,12.12,12.96,0.516746411,ULTRADENT ULTRAPAK CORD #1                                  
50927,net32,04/26/2019,17753,USA,Brooklyn,NY,KERR,KER-29836(EU),2,70,47.96,22.04,0.314857143,KERR HERCULITE XRV UNIDOSE ENAMEL A2 20/BX                  
50928,net32,04/26/2019,17746,USA,Northvale,NJ,KERR,KER-33872,3,140.97,92.49,48.48,0.343902958,KERR MAXCEM ELITE REFILL CLEAR 2/PK                         
