date,time,type,order id,sku,description,quantity,order city,order state,order postal,product sales,selling fees,fba fees
18-Nov-18,10:04:00 PM PST,Order,111-9459666-1425814,MOL-1437-1,"Tubigrip, Natural, Size D, 3 inch diameter",1,Charlotte,NC,28215,23.75,-3.56,-4.71
18-Nov-18,10:30:50 PM PST,Refund,114-8844059-6473807,MOL-1437-1,"Tubigrip, Natural, Size D, 3 inch diameter",1,MILLVILLE,NEW JERSEY,08332-8712,-23.75,2.85,0
18-Nov-18,10:32:56 PM PST,Order,111-8838331-7521018,3MM-1628,"Tegaderm Transparent Dressing, 6 x 8 Inch, 10 Count",2,Downers Grove,IL,60516,30.2,-4.54,-4.82
18-Nov-18,11:19:06 PM PST,Order,111-2018965-8301020,SOT-140172,Sothys Hydra3Ha Hydrating Youth Creme - 1.69 oz,1,BROOKLYN,NY,11204-2040,38.18,-5.73,-3.19
18-Nov-18,11:24:30 PM PST,Order,113-7272688-2141013,3MM-1628,"Tegaderm Transparent Dressing, 6 x 8 Inch, 10 Count",5,BURBANK,CA,91505-2201,75.5,-11.35,-12.05
18-Nov-18,11:59:43 PM PST,Order,114-0259496-0915402,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",2,LACEY,WA,98503-1432,39.4,-5.92,-6.38
19-Nov-18,12:32:46 AM PST,Order,112-1706157-7445033,3MM-1628,"Tegaderm Transparent Dressing, 6 x 8 Inch, 10 Count",1,Independence,ks,67301,15.1,-2.27,-2.41
19-Nov-18,12:39:55 AM PST,Order,114-6285779-5661822,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",1,MIAMI,FL,33196-2892,19.7,-2.96,-3.19
19-Nov-18,12:48:59 AM PST,Order,112-7509369-4453021,MOL-1443-1,"Tubigrip Tubular Bandage Size C, 2.75"" (Medium Arms, Small Ankles), Natural, 10M Box",1,Medinah,IL,60157-9516,20.14,-2.42,-4.71
19-Nov-18,12:59:16 AM PST,Order,113-4898607-4619459,3MM-1527-2,"3M Transpore Surgical Tape, 2"" x 10 yds 6 Count",1,Wethersfield,CT.,6109,12.8,-1.92,-4.71
19-Nov-18,1:15:27 AM PST,Order,111-2924858-4565003,SOT-154131,Sothys Active Cream,1,MORRISVILLE,NC,27560-7367,19.19,-2.88,-3.19
19-Nov-18,1:30:53 AM PST,Order,111-8765871-9834630,3M-2864(3),"3M Medipore H Soft Cloth Surgical Tape - 4"" wide by 10 yards (3 Rolls)",2,LIVE OAK,TX,78233-3263,36.4,-5.46,-6.38
19-Nov-18,1:37:47 AM PST,Order,113-1676875-2762663,MOL-281000,Mepilex Border Lite Dressing 1.6'' x 2'' Box of 10,1,VENICE,FLORIDA,34285-6618,14.99,-2.25,-3.19
19-Nov-18,1:41:55 AM PST,Order,112-0220867-3144279,3MM-2560(50),3m Red Dot Monitoring Electrode - Model 2560 - Bag of 50,1,TITUSVILLE,FL,32780-4323,8,-1,-3.19
19-Nov-18,1:44:42 AM PST,Order,113-4555543-8144211,3MM-1628,"Tegaderm Transparent Dressing, 6 x 8 Inch, 10 Count",1,CHICAGO,IL,60655-4026,15.1,-2.27,-2.41
19-Nov-18,3:12:15 AM PST,Order,111-4320772-1811449,3MM-1628,"Tegaderm Transparent Dressing, 6 x 8 Inch, 10 Count",1,WASHINGTON,DC,20015-2771,15.1,-2.27,-2.41
19-Nov-18,3:13:47 AM PST,Order,111-6228900-0312258,3M-2113R,"3M Littmann 2113R Classic II Pediatric Stethoscope, Red, 28 inch",1,New York,NY,10018-5006,75.99,-9.12,-3.19
19-Nov-18,3:16:32 AM PST,Order,113-7282509-7585838,3MM-2866,"3M Medipore&trade; H 6"" x 10 Yard(120)Soft Cloth Surgical Tape (882866) Category: Surgical Tape",1,Mineral Wells,Texas,76067,10.48,-1.57,-3.19
19-Nov-18,3:19:01 AM PST,Order,111-3878280-6089054,3MM-1628,"Tegaderm Transparent Dressing, 6 x 8 Inch, 10 Count",1,YORBA LINDA,CA,92887-4255,15.1,-2.27,-6.4
19-Nov-18,3:19:25 AM PST,Order,113-7595188-9553034,3MM-R1541(10),3M Steri Strip Skin Closures 1/4'' X 3'' - 10 Packages of 3,1,CARTERSVILLE,GA,30120-6155,5.69,-1,-2.41
19-Nov-18,3:26:12 AM PST,Order,113-5502764-4417812,3MM-R1540 (10),3M STERI STRIP SKIN CLOSURES 1/8'' X 3'' 10 PKG/5,1,Saratoga,WY,82331,5.53,-1,-2.41
19-Nov-18,3:29:42 AM PST,Order,112-2106735-9602654,3M-2863(2),"3m 2863 Medipore H Soft Cloth Surgical Tape 3"" x 10 Yards - 2 Rolls",1,SACRAMENTO,CA,95826-2235,10.5,-1.26,-3.19
19-Nov-18,3:35:43 AM PST,Order,114-3299183-8249007,MOL-281100,"Mepilex Border Lite Dressing, 2"" x 5"", 5/Bx",1,ELY,MN,55731-8150,14.4,-1.73,-3.19
19-Nov-18,3:42:14 AM PST,Order,114-5262142-9123461,MOL-281100,"Mepilex Border Lite Dressing, 2"" x 5"", 5/Bx",5,KINGMAN,AZ,86409-7760,72,-8.65,-15.95
19-Nov-18,4:46:29 AM PST,Order,113-4242460-6421848,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",1,DPO,AE,09892-0137,19.7,-2.96,-3.19
19-Nov-18,4:53:09 AM PST,Order,111-9953015-7245865,MOL-1434,"Tubigrip, Natural, Size E, 3.5 inch diameter",1,KAMAS,UT,84036-9642,36.5,-5.48,-3.19
19-Nov-18,5:20:49 AM PST,Order,113-0110667-8168227,3MM-2560(100),3M 2560 Red Dot Multi-Purpose Monitoring Electrode - Bag of 100,2,COSTA MESA,CA,92626-6597,28.44,-3.42,-6.38
19-Nov-18,5:43:38 AM PST,Order,114-8301969-6542606,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",1,SKOKIE,IL,60077-1367,19.7,-2.96,-3.19
19-Nov-18,5:43:38 AM PST,Order,113-3834778-8530648,3MM-2560(100),3M 2560 Red Dot Multi-Purpose Monitoring Electrode - Bag of 100,1,McClellan,CA,95652,14.34,-1.72,-3.19
19-Nov-18,5:59:20 AM PST,Order,113-1668056-4633856,MOL-281100,"Mepilex Border Lite Dressing, 2"" x 5"", 5/Bx",1,HUNTINGTON BEACH,CA,92649-2152,14.4,-1.73,-3.19
19-Nov-18,6:39:54 AM PST,Order,112-0172909-6078624,3M-6153,"3M Littmann Cardiology IV Diagnostic Stethoscope, Standard-Finish Chestpiece, Burgundy Tube, Stainless Stem and Headset, 27 inch, 6153",1,FERNDALE,MI,48220-2702,170.72,-20.49,-4.71
19-Nov-18,7:02:26 AM PST,Order,114-7106400-4884259,3M-2113,"3M Littmann Classic II Pediatric Stethoscope, Black Tube, 28 inch, 2113",1,BROOMFIELD,CO,80023-9571,78.84,-9.46,-3.19
19-Nov-18,8:11:22 AM PST,Order,112-7235276-4382659,3MM-2866,"3M Medipore&trade; H 6"" x 10 Yard(120)Soft Cloth Surgical Tape (882866) Category: Surgical Tape",1,Glendale,AZ,85304,10.44,-1.57,-3.19
19-Nov-18,8:27:38 AM PST,Order,114-9225407-1265016,SOT-154131,Sothys Active Cream,1,ROCKY HILL,CT,06067-2144,19.19,-2.88,-3.19
19-Nov-18,8:31:40 AM PST,Order,113-4963566-8782636,3M-2113,"3M Littmann Classic II Pediatric Stethoscope, Black Tube, 28 inch, 2113",1,SAN JOSE,CA,95148-1706,78.84,-9.46,-3.19
19-Nov-18,8:36:17 AM PST,Order,111-6008320-5281068,3MM-1628,"Tegaderm Transparent Dressing, 6 x 8 Inch, 10 Count",2,RIPLEY,OH,45167,30.2,-4.54,-4.82
19-Nov-18,8:41:32 AM PST,Order,112-7830745-5978623,3M-2164(1),"3M Littmann Master Cardiology Stethoscope, Navy Blue Tube, 27 inch, 2164",1,PLANO,TX,75074-0197,175.01,-21,-4.71
19-Nov-18,8:48:59 AM PST,Order,114-6003712-0030657,MOL-1437-1,"Tubigrip, Natural, Size D, 3 inch diameter",1,MILLVILLE,NEW JERSEY,08332-8712,23.75,-3.56,-4.71
19-Nov-18,8:52:42 AM PST,Order,112-4493064-1740218,1438,"Molnlycke 1438 Tubigrip Multipurpose Tubular Bandage, Size F, 4"" Width, Natural, 393.70"" Length",1,Drexel Hill,PA,19026,24,-2.88,-4.71
19-Nov-18,9:27:08 AM PST,Order,112-5181622-0446663,3M-1539(20),"Nexcare Opticlude Orthoptic Eye Patches, Regular Size, 20-Count Boxes (Pack of 4)",1,WEST FARGO,NORTH DAKOTA,58078-4354,20.5,-3.08,-3.19
19-Nov-18,9:34:45 AM PST,Order,114-4237427-7995430,3M-2113R,"3M Littmann 2113R Classic II Pediatric Stethoscope, Red, 28 inch",1,CHESTERTOWN,MD,21620-5401,75.99,-9.12,-3.19
19-Nov-18,10:29:00 AM PST,Order,114-4275467-2457820,3MM-2560(100),3M 2560 Red Dot Multi-Purpose Monitoring Electrode - Bag of 100,1,CROWN POINT,IN,46307-9830,14.22,-1.71,-3.19
19-Nov-18,11:30:03 AM PST,Order,111-8843029-2247419,3MM-1527-2,"3M Transpore Surgical Tape, 2"" x 10 yds 6 Count",1,LA CROSSE,WI,54601-7453,12.8,-1.92,-4.71
19-Nov-18,11:36:44 AM PST,Order,112-4512265-7850665,MOL-281000,Mepilex Border Lite Dressing 1.6'' x 2'' Box of 10,1,Judas,wi,53550,14.99,-2.25,-7.18
19-Nov-18,11:44:54 AM PST,Order,112-6835083-3085801,3MM-2560(100),3M 2560 Red Dot Multi-Purpose Monitoring Electrode - Bag of 100,1,ORLANDO,FL,32827-6909,14.22,-1.71,-3.19
19-Nov-18,11:46:19 AM PST,Order,111-0086977-2594619,3MM-R1541(10),3M Steri Strip Skin Closures 1/4'' X 3'' - 10 Packages of 3,1,Placentia,CA,92870-4938,5.69,-1,-2.41
19-Nov-18,12:19:01 PM PST,Order,113-1721873-4627428,MOL-281300,"Mepilex Border Lite Silicone Foam Dressing 4"" x 4"" - Box of 5",1,CASPER,WY,82604-3163,21.8,-3.27,-7.18
19-Nov-18,12:25:13 PM PST,Order,112-0562306-7108256,3MM-R1547(50 Pack),"3M Steri-Strip Adhesive Skin Closures (Reinforced) 1/2"" x 4"" Box: 50",1,BILOXI,MS,39531-5318,28.38,-4.26,-3.19
19-Nov-18,12:28:19 PM PST,Order,114-1337044-7073808,3MM-1628,"Tegaderm Transparent Dressing, 6 x 8 Inch, 10 Count",1,REDMOND,WA,98053-8331,15.1,-2.27,-2.41
19-Nov-18,12:40:52 PM PST,Order,111-1574633-3224215,3M-2863(2),"3m 2863 Medipore H Soft Cloth Surgical Tape 3"" x 10 Yards - 2 Rolls",3,ARLINGTON,TN,38002-8727,31.5,-3.78,-9.57
19-Nov-18,12:43:47 PM PST,Order,111-8630329-5467464,3M-2863(2),"3m 2863 Medipore H Soft Cloth Surgical Tape 3"" x 10 Yards - 2 Rolls",1,SHORELINE,WA,98155-5722,10.5,-1.26,-3.19
19-Nov-18,12:45:20 PM PST,Order,113-1183980-5909024,3M-2863(2),"3m 2863 Medipore H Soft Cloth Surgical Tape 3"" x 10 Yards - 2 Rolls",2,Pierre,SD,57501,21,-2.52,-6.38
19-Nov-18,12:50:50 PM PST,Order,112-0901299-9309069,3MM-2560(100),3M 2560 Red Dot Multi-Purpose Monitoring Electrode - Bag of 100,1,SUGAR LAND,TX,77479-4798,14.22,-1.71,-7.18
19-Nov-18,12:52:02 PM PST,Order,111-4854158-7917063,MOL-1438-1,"Tubigrip Tubular Bandage Size F, 4"" (Large Knees, Medium Thighs), Natural, 10M Box",1,KENTON,OH,43326-1692,33.75,-4.05,-4.71
19-Nov-18,1:02:03 PM PST,Order,111-0086580-8067468,MOL-281100,"Mepilex Border Lite Dressing, 2"" x 5"", 5/Bx",2,NEW ROCHELLE,NY,10804-1920,28.8,-3.46,-6.38
19-Nov-18,1:03:40 PM PST,Order,111-5527016-1605812,3MM-1628,"Tegaderm Transparent Dressing, 6 x 8 Inch, 10 Count",1,BERKELEY HEIGHTS,NEW JERSEY,07922-1537,15.1,-2.27,-2.41
19-Nov-18,1:05:35 PM PST,Order,113-7004982-2324253,MOL-1434,"Tubigrip, Natural, Size E, 3.5 inch diameter",1,East meredith,Ny,13757,36.5,-5.48,-3.19
19-Nov-18,1:24:50 PM PST,Order,113-9062090-9977049,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",2,GREEN BAY,WI,54303-6301,39.4,-5.92,-6.38
19-Nov-18,1:33:12 PM PST,Order,113-4720980-6117849,SOT-140172,Sothys Hydra3Ha Hydrating Youth Creme - 1.69 oz,1,MANHASSET,NY,11030-2426,38.18,-5.73,-3.19
19-Nov-18,1:41:58 PM PST,Order,112-7991190-1751421,3M-6153,"3M Littmann Cardiology IV Diagnostic Stethoscope, Standard-Finish Chestpiece, Burgundy Tube, Stainless Stem and Headset, 27 inch, 6153",1,GRANADA HILLS,CA,91344-2905,170.72,-20.49,-8.7
19-Nov-18,1:43:39 PM PST,Order,112-1716880-5637800,3MM-1628,"Tegaderm Transparent Dressing, 6 x 8 Inch, 10 Count",1,DENVER,CO,80231-6630,15.1,-4.54,-2.41
19-Nov-18,1:43:39 PM PST,Order,112-1716880-5637800,3MM-1628,"Tegaderm Transparent Dressing, 6 x 8 Inch, 10 Count",1,DENVER,CO,80231-6630,15.1,0,-2.41
19-Nov-18,1:55:45 PM PST,Order,114-3974867-8382611,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",1,VALENCIA,CA,91355-1703,19.7,-5.92,-3.19
19-Nov-18,1:55:45 PM PST,Order,114-3974867-8382611,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",1,VALENCIA,CA,91355-1703,19.7,0,-3.19
19-Nov-18,1:58:47 PM PST,Order,114-0140177-1789035,3M-2113,"3M Littmann Classic II Pediatric Stethoscope, Black Tube, 28 inch, 2113",1,MIAMI,FL,33133-3798,78.84,-9.46,-3.19
19-Nov-18,2:28:21 PM PST,Order,114-5495164-2884203,3M-2863(2),"3m 2863 Medipore H Soft Cloth Surgical Tape 3"" x 10 Yards - 2 Rolls",1,GREAT FALLS,VA,22066-2211,10.5,-1.26,-3.19
19-Nov-18,2:37:46 PM PST,Order,114-9010405-0304255,3M-2864(3),"3M Medipore H Soft Cloth Surgical Tape - 4"" wide by 10 yards (3 Rolls)",1,CENTRALIA,WA,98531-9640,18.23,-2.73,-9.18
19-Nov-18,2:52:19 PM PST,Order,111-5036242-2935468,3M-2164(1),"3M Littmann Master Cardiology Stethoscope, Navy Blue Tube, 27 inch, 2164",1,Grain Valley,Missouri,64029,175.47,-21.06,-4.71
19-Nov-18,3:35:19 PM PST,Order,113-5844608-1269813,SOT-160172,Sothys Vitality Cleansing Milk - 6.7 oz,1,ARLINGTON,VA,22207-4007,15.04,-2.26,-3.19
19-Nov-18,3:37:54 PM PST,Order,112-7038950-5167432,3M-2863(2),"3m 2863 Medipore H Soft Cloth Surgical Tape 3"" x 10 Yards - 2 Rolls",1,NEW YORK,NEW YORK,10031-6826,10.5,-1.26,-3.19
19-Nov-18,3:41:05 PM PST,Order,112-0907130-7010646,3M-2113,"3M Littmann Classic II Pediatric Stethoscope, Black Tube, 28 inch, 2113",1,MIAMI BEACH,FL,33139-4607,78.84,-9.46,-5.6
19-Nov-18,3:42:13 PM PST,Order,113-5233505-5718610,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,FRIENDSWOOD,TX,77546-5097,9.65,-1.16,-4.71
19-Nov-18,4:17:44 PM PST,Order,113-8731576-8504245,3M-2164(1),"3M Littmann Master Cardiology Stethoscope, Navy Blue Tube, 27 inch, 2164",1,LAND O LAKES,FL,34638-2650,175.01,-21,-4.71
19-Nov-18,4:17:47 PM PST,Order,113-8309851-8713014,3M-2863(2),"3m 2863 Medipore H Soft Cloth Surgical Tape 3"" x 10 Yards - 2 Rolls",1,CLOVIS,NM,88101-6558,10.5,-1.26,-3.19
19-Nov-18,4:46:30 PM PST,Order,113-0275232-0019472,3M-2863(2),"3m 2863 Medipore H Soft Cloth Surgical Tape 3"" x 10 Yards - 2 Rolls",1,TROY,MI,48085-3609,10.5,-1.26,-3.19
19-Nov-18,4:46:52 PM PST,Order,114-6847613-4225057,SOT-160172,Sothys Vitality Cleansing Milk - 6.7 oz,1,MORRISTOWN,NJ,07960-5157,15.03,-2.25,-3.19
19-Nov-18,4:51:24 PM PST,Order,111-4547598-1361062,3MM-R1541(10),3M Steri Strip Skin Closures 1/4'' X 3'' - 10 Packages of 3,1,CLOVIS,CA,93611-7181,5.69,-1,-2.41
19-Nov-18,4:52:27 PM PST,Order,113-4861362-9923430,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",1,MADISON,WI,53716-2476,19.7,-2.96,-3.19
19-Nov-18,5:03:22 PM PST,Order,111-4939202-1945019,MOL-1434,"Tubigrip, Natural, Size E, 3.5 inch diameter",1,WHITEWATER,WI,53190-3950,36.5,-5.48,-3.19
19-Nov-18,5:23:17 PM PST,Order,114-8273175-6592266,3M-2864(3),"3M Medipore H Soft Cloth Surgical Tape - 4"" wide by 10 yards (3 Rolls)",1,GERMANTOWN,MD,20874-2840,18.2,-2.73,-3.19
19-Nov-18,5:42:07 PM PST,Order,113-7364103-4342611,3M-2864(3),"3M Medipore H Soft Cloth Surgical Tape - 4"" wide by 10 yards (3 Rolls)",1,FEASTERVILLE TREVOSE,PA,19053-4207,18.2,-2.73,-3.19
19-Nov-18,6:03:13 PM PST,Order,114-8081205-6664219,MOL-281000,Mepilex Border Lite Dressing 1.6'' x 2'' Box of 10,2,KANSAS CITY,MO,64112-2414,29.98,-4.5,-6.38
19-Nov-18,6:34:07 PM PST,Order,112-2130378-5116262,3M-2113,"3M Littmann Classic II Pediatric Stethoscope, Black Tube, 28 inch, 2113",1,CLINTON,NY,13323-3525,78.84,-9.46,-3.19
19-Nov-18,6:36:25 PM PST,Order,111-2695507-0113824,MOL-281100,"Mepilex Border Lite Dressing, 2"" x 5"", 5/Bx",1,Winchester,OR,97495-0668,14.4,-1.73,-3.19
19-Nov-18,6:36:30 PM PST,Order,111-8891239-1342606,MOL-281100,"Mepilex Border Lite Dressing, 2"" x 5"", 5/Bx",3,Winchester,OR,97495-0668,43.2,-5.19,-9.57
19-Nov-18,7:15:31 PM PST,Order,114-3078172-2709863,3MM-1628,"Tegaderm Transparent Dressing, 6 x 8 Inch, 10 Count",1,ST AUGUSTINE,FL,32080-4551,15.1,-2.27,-2.41
19-Nov-18,7:26:44 PM PST,Order,112-4529767-7025028,3M-2113,"3M Littmann Classic II Pediatric Stethoscope, Black Tube, 28 inch, 2113",1,Frostburg,MD,21532-1127,78.84,-9.46,-3.19
19-Nov-18,7:31:21 PM PST,Order,114-5913032-4837816,MOL-1438-1,"Tubigrip Tubular Bandage Size F, 4"" (Large Knees, Medium Thighs), Natural, 10M Box",1,INTERNATIONAL FALLS,MN,56649-3402,33.75,-4.05,-4.71
19-Nov-18,7:35:41 PM PST,Order,113-8296389-0737068,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",1,TRENTON,MO,64683-3285,19.7,-2.96,-3.19
19-Nov-18,7:35:52 PM PST,Order,113-5529191-1105067,3MM-1628,"Tegaderm Transparent Dressing, 6 x 8 Inch, 10 Count",1,NORTH EAST,MD,21901-4202,15.1,-2.27,-2.41
19-Nov-18,7:50:08 PM PST,Order,111-1169707-5691462,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1,roswell,ga,30075,9.65,-1.16,-4.71
19-Nov-18,7:52:42 PM PST,Order,112-9083488-9278650,3MM-R1546(50),"3M Steri Strips Reinforced Adhesive Skin Closures - 1/4"" x 4"" - Box",1,STATESVILLE,NC,28625-2164,26.94,-4.04,-3.19
19-Nov-18,7:54:56 PM PST,Order,111-1554155-5277014,3MM-R1541(20),3M Steri Strip Skin Closures 1/4'' X 3'' - 20 Packages of 3,1,HUNTERSVILLE,NC,28078-7893,8.83,-1.32,-3.19
19-Nov-18,8:15:23 PM PST,Order,113-9519821-6519451,SOT-140172,Sothys Hydra3Ha Hydrating Youth Creme - 1.69 oz,1,San Diego,California,92103-1548,38.18,-5.73,-3.19
19-Nov-18,8:20:32 PM PST,Order,112-7284649-5775407,3MM-1628,"Tegaderm Transparent Dressing, 6 x 8 Inch, 10 Count",1,ENCINITAS,CA,92024-4334,15.1,-2.27,-2.41
19-Nov-18,8:23:56 PM PST,Order,113-5256641-8916246,MOL-1438-1,"Tubigrip Tubular Bandage Size F, 4"" (Large Knees, Medium Thighs), Natural, 10M Box",1,San Diego,CA,92122,33.75,-4.05,-4.71
19-Nov-18,8:25:35 PM PST,Order,113-2910118-9321065,3MM-2866,"3M Medipore&trade; H 6"" x 10 Yard(120)Soft Cloth Surgical Tape (882866) Category: Surgical Tape",1,ORLANDO,FL,32824-4840,10.44,-1.57,-3.19
19-Nov-18,8:25:39 PM PST,Order,112-6705109-8301854,3M-2863(2),"3m 2863 Medipore H Soft Cloth Surgical Tape 3"" x 10 Yards - 2 Rolls",1,Poplar Bluff,MO,63901-2502,10.5,-1.26,-3.19
19-Nov-18,8:29:09 PM PST,Order,111-0503138-2444255,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",1,OSWEGO,KS,67356-1601,19.7,-2.96,-3.19
19-Nov-18,8:31:59 PM PST,Order,114-3492146-2368212,3M-2164(1),"3M Littmann Master Cardiology Stethoscope, Navy Blue Tube, 27 inch, 2164",1,NEW YORK,NY,10025-8425,175.01,-21,-4.71
19-Nov-18,8:34:58 PM PST,Order,111-0600023-2313049,WEL-52432-U,"Welch Allyn Universal Kleenspec Pediatric Disposable Ear Specula for Diagnostic Otoscopes, 850 Count",1,Scottsville,KY,42164,35,-5.25,-4.71
19-Nov-18,9:01:57 PM PST,Order,113-9185513-7617809,SOT-154131,Sothys Active Cream,1,MIDDLETOWN,NJ,07748-3762,19.19,-2.88,-3.19
19-Nov-18,9:08:44 PM PST,Order,112-3210571-4429801,3MM-1628,"Tegaderm Transparent Dressing, 6 x 8 Inch, 10 Count",1,Redwood City,California,94063-4262,15.1,-2.27,-2.41
19-Nov-18,9:14:10 PM PST,Order,114-8739762-7174615,3M-2113,"3M Littmann Classic II Pediatric Stethoscope, Black Tube, 28 inch, 2113",1,NEW YORK,NY,10022-6571,78.84,-9.46,-3.19
19-Nov-18,9:24:09 PM PST,Order,112-9007861-1334607,3M-2863(2),"3m 2863 Medipore H Soft Cloth Surgical Tape 3"" x 10 Yards - 2 Rolls",2,CHAPEL HILL,NC,27516-1208,21,-2.52,-6.38
19-Nov-18,9:27:17 PM PST,Order,112-2211519-2989026,3MM-2560(50),3m Red Dot Monitoring Electrode - Model 2560 - Bag of 50,1,FAYETTEVILLE,NC,28312-9355,7.98,-1,-3.19
19-Nov-18,9:30:28 PM PST,Order,114-0295430-9592237,3M-2863(2),"3m 2863 Medipore H Soft Cloth Surgical Tape 3"" x 10 Yards - 2 Rolls",1,DALLAS,TX,75204-5557,10.5,-1.26,-3.19
19-Nov-18,9:40:50 PM PST,Order,114-1933655-5590660,3MM-1628,"Tegaderm Transparent Dressing, 6 x 8 Inch, 10 Count",1,Shrewsbury,MA,1545,15.1,-2.27,-2.41
19-Nov-18,9:47:05 PM PST,Order,114-1389644-1787442,3M-2863(2),"3m 2863 Medipore H Soft Cloth Surgical Tape 3"" x 10 Yards - 2 Rolls",1,maxton,nc,28364,10.5,-1.26,-3.19
19-Nov-18,9:50:00 PM PST,Order,111-7363343-9618623,3M-2863(2),"3m 2863 Medipore H Soft Cloth Surgical Tape 3"" x 10 Yards - 2 Rolls",1,LIVINGSTON,TN,38570-4106,10.5,-1.26,-3.19
19-Nov-18,9:55:48 PM PST,Order,111-7756949-3415448,1438,"Molnlycke 1438 Tubigrip Multipurpose Tubular Bandage, Size F, 4"" Width, Natural, 393.70"" Length",1,New Berlin,WI,53151,24,-2.88,-4.71
19-Nov-18,10:30:37 PM PST,Order,114-6710455-9157854,3MM-2560(50),3m Red Dot Monitoring Electrode - Model 2560 - Bag of 50,1,Portland,OR,97202,8,-1,-3.19
19-Nov-18,11:38:27 PM PST,Order,113-2724443-1549014,3MM-R1541(10),3M Steri Strip Skin Closures 1/4'' X 3'' - 10 Packages of 3,1,AUSTIN,TX,78750-1431,5.69,-1,-2.41
20-Nov-18,1:21:40 AM PST,Order,111-1359729-7595460,3M-2113,"3M Littmann Classic II Pediatric Stethoscope, Black Tube, 28 inch, 2113",1,SAN JOSE,CA,95131-2631,78.84,-9.46,-3.19
20-Nov-18,2:02:17 AM PST,Order,113-1381372-3605065,1438,"Molnlycke 1438 Tubigrip Multipurpose Tubular Bandage, Size F, 4"" Width, Natural, 393.70"" Length",1,SPARTA,WISCONSIN,54656-6446,24,-2.88,-4.71
20-Nov-18,2:39:22 AM PST,Order,112-1509435-7114654,3M-2863(2),"3m 2863 Medipore H Soft Cloth Surgical Tape 3"" x 10 Yards - 2 Rolls",1,LAKE FOREST,CA,92630,10.5,-1.26,-7.18
20-Nov-18,2:41:24 AM PST,Order,112-8408083-4172207,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",1,CYPRESS,CA,90630-2967,19.7,-2.96,-3.19
20-Nov-18,3:32:27 AM PST,Order,111-3950159-4032203,3MM-2866,"3M Medipore&trade; H 6"" x 10 Yard(120)Soft Cloth Surgical Tape (882866) Category: Surgical Tape",1,MURRAY,UT,84123-6791,10.39,-1.56,-3.19
20-Nov-18,4:14:57 AM PST,Order,113-8135379-4698652,3MM-1527-2,"3M Transpore Surgical Tape, 2"" x 10 yds 6 Count",1,LYNNWOOD,WA,98087-7845,12.77,-1.92,-4.71
20-Nov-18,4:22:17 AM PST,Order,111-8891239-1342606,MOL-281100,"Mepilex Border Lite Dressing, 2"" x 5"", 5/Bx",2,Winchester,OR,97495-0668,28.8,-3.46,-6.38
20-Nov-18,4:45:59 AM PST,Order,112-8560071-2101865,3MM-R1547(50 Pack),"3M Steri-Strip Adhesive Skin Closures (Reinforced) 1/2"" x 4"" Box: 50",2,KENNEWICK,WA,99338-2718,56.76,-8.52,-17.35
20-Nov-18,4:50:08 AM PST,Order,113-3762404-3005003,3M-2164(1),"3M Littmann Master Cardiology Stethoscope, Navy Blue Tube, 27 inch, 2164",1,NOVATO,CA,94947-3850,175.01,-21,-4.71
20-Nov-18,4:50:11 AM PST,Order,112-4423636-0108213,MOL-1438-1,"Tubigrip Tubular Bandage Size F, 4"" (Large Knees, Medium Thighs), Natural, 10M Box",1,Athens,NY,12015,33.75,-4.05,-4.71
20-Nov-18,4:56:55 AM PST,Order,112-2099761-3765847,3MM-2560(100),3M 2560 Red Dot Multi-Purpose Monitoring Electrode - Bag of 100,1,CORVALLIS,OR,97333-4723,13.96,-1.68,-3.19
20-Nov-18,5:22:06 AM PST,Order,111-0054843-8435437,3MM-2560(100),3M 2560 Red Dot Multi-Purpose Monitoring Electrode - Bag of 100,1,WYOMING,MI,49519-4223,13.94,-1.67,-3.19
20-Nov-18,5:27:05 AM PST,Order,111-8199604-9071465,3MM-R1546(50),"3M Steri Strips Reinforced Adhesive Skin Closures - 1/4"" x 4"" - Box",1,Renton,WA,98058,26.94,-4.04,-3.19
20-Nov-18,5:37:07 AM PST,Order,113-5119415-4445807,MOL-1434,"Tubigrip, Natural, Size E, 3.5 inch diameter",1,SCOTTSDALE,AZ,85255-9233,36.49,-5.47,-7.18
